text,label,label_desc,translation,MetricX24_Raw,MetricX24_Scaled_BATAYAN
i have read and personal stories that have been shared with me so i feel that it is totally ok to share,1,joy,Nabasa ko at narinig ang mga personal na kwento na ibinahagi sa akin kaya nararamdaman kong ganap na tama na ibahagi rin ito.,-0.30152761936187744,100.0
i continue without alva and noe but tell her that ill be out on the course as long as she is and after awhile i try running and even that feels ok,1,joy,"Nagpapatuloy ako nang walang Alva at Noe, pero sinabi ko sa kanya na magiging nasa labanan ako hangga't siya ay nasa labanan din, at pagkatapos ng ilang panahon, sinubukan kong tumakbo at kahit iyon ay parang maayos na.",-0.24542659521102905,100.0
i was feeling extremely agitated after coming home from china,4,fear,Napakainit ng aking damdamin nang umuwi ako mula sa Tsina.,-0.2969958186149597,100.0
i was thinking about going out to dinner but im feeling like i might not be bothered too,3,anger,Iniisip kong lumabas para kumain pero parang ayaw ko nang mag-abala.,-0.30491554737091064,100.0
i feel honoured that my art is in someone s home and is being enjoyed on a daily basis,1,joy,Nararamdaman kong iginagalang na ang aking sining ay nasa tahanan ng isang tao at tinatamasa araw-araw.,-0.25114041566848755,100.0
i feel like i am carrying him suuuper low too,0,sadness,Parang napakalalim kong dinadala siya.,-0.25088098645210266,100.0
i wonder how is it feel to be really smart,1,joy,Napapatanong ako kung ano ang pakiramdam na maging tunay na matalino.,-0.30165213346481323,100.0
i feel i punished her for caring for me,0,sadness,Nararamdaman kong pinarusahan ko siya dahil sa pag-aalaga niya sa akin.,-0.3019097149372101,100.0
i feel beaten up and tired mentally and physically,0,sadness,"Nararamdaman kong pagod at nababagsak, kapwa sa isip at katawan.",-0.31917351484298706,100.0
i pulled out and explained that i couldn t feel my penis or at least feel it with any more feeling than my aching back or throbbing balls or stinging nipples,0,sadness,"Inalis ko at ipinaliwanag na hindi ko nararamdaman ang aking ari o kahit papaano nararamdaman ito nang higit pa sa aking masakit na likod, tumitibok na mga balat, o sumasakit na mga suso.",-0.2825284004211426,100.0
i have been gathering them up when i feel brave enough and pressing them at home under books,1,joy,Pinagtitipon ko sila kapag nararamdaman kong sapat na ang aking tapang at pinipiga sa bahay sa ilalim ng mga libro.,-0.27592986822128296,100.0
i feel sure the donation would have been rejected,1,joy,Sigurado akong tatanggihan ang donasyon.,-0.2589491903781891,100.0
i was feeling depressed about our infertility and had received a slew of pregnancy announcements that week,0,sadness,Malungkot ako dahil sa aming kawalan ng anak at nakakatanggap ako ng maraming balita tungkol sa pagbubuntis noong linggong iyon.,-0.3257407248020172,100.0
i found myself agreeing with a lot of her thoughts about how pregnant women are wrong in feeling superior to others about how each man basically just wants a woman who lets him do anything he wants,1,joy,Natagpuan ko ang aking sarili na sumasang-ayon sa maraming kaisipan niya tungkol sa kung paano mali ang pakiramdam ng mga buntis na mas mataas sila sa iba tungkol sa kung paano ang bawat lalaki ay gustong-gusto lamang ang isang babae na nagpapahintulot sa kanya na gawin ang anumang gusto niya.,-0.3371509611606598,100.0
i feels shocked looking at the elder fitch twin,4,fear,Nabigla ako nang makita ang mas matandang kambal na Fitch.,-0.33714520931243896,100.0
when my mother was tremendous on the phone and we talked for hours she was in a good mood,1,joy,"Nang malakas ang boses ng aking ina sa telepono at nag-usap kami nang matagal, masaya siya.",-0.3145284652709961,100.0
i feel so dumb when at first run through it all seems over my head amp a little too much for my struggling brain,0,sadness,"Nararamdaman kong tanga kapag sa unang pagbasa, parang lahat ay nasa itaas ng aking kakayahan at medyo sobra para sa aking nahihirapan na utak.",-0.2785665988922119,100.0
i was okay with it but still little have feeling for that my brother was more amazed he like mihm but he wasn t going to get playing time,4,fear,"Ayos lang ako doon pero may kaunting nararamdaman na ang kapatid ko ay mas nabighani, gusto niya ako pero hindi siya magkakaroon ng oras sa laro.",-0.297398179769516,100.0
i saw kyuhyun in the crowd today while i was strolling through apgujeong with hyunjin the woman breathed feeling every bit sceptical at her own words,4,fear,"Nakita ko si Kyuhyun sa karamihan kanina habang naglalakad ako sa Apgujeong kasama si Hyunjin, huminga ang babae, parang hindi makapaniwala sa kanyang mga sinasabi.",-0.32569363713264465,100.0
i just have to be sure i still remember to keep feeling excited and enjoying what i am already doing along the way,1,joy,Kailangan ko lang siguraduhin na hindi ko nakakalimutan ang pakiramdam ng kilig at ang pag-eenjoy sa mga ginagawa ko habang naglalakbay.,-0.34833449125289917,100.0
i feel virtuous because all day i have cleaned a house that needed the mopping and tidying,1,joy,Nararamdaman kong mabuti dahil buong araw akong naglinis ng bahay na nangangailangan ng pagwawalis at paglilinis.,-0.2747558653354645,100.0
i started to feel rotten sore stomach sickness and needing to go the toilet,0,sadness,"Nagsimula akong magkasakit, may sakit na tiyan, at kailangan kong pumunta sa banyo.",-0.32396239042282104,100.0
i try to find something that does not make me feel foolish,0,sadness,Sinusubukan kong hanapin ang isang bagay na hindi ako pinaparamdam na bobo.,-0.28005683422088623,100.0
i dont mean to boast but i feel rather impressed by my message,4,fear,"Hindi ko ibig magmalaki, pero medyo nabighani ako sa aking mensahe.",-0.30918532609939575,100.0
im not the only person in the world to feel miserable from time to time,0,sadness,Hindi ako ang tanging tao sa mundo na nakakaranas ng pagkabalisa minsan-minsan.,-0.2653065323829651,100.0
i dont want to approach this topic too lightly but at the same time i feel apprehensive putting it all out there,4,fear,"Ayaw kong lapitan ang paksa nang masyadong basta-basta ngunit sa kabilang banda, kinakabahan akong ilabas ang lahat.",-0.24279485642910004,100.0
i would feel terrified for them and enjoy this movie a little better,4,fear,Matatakot ako para sa kanila at mas magugustuhan ko ang pelikula.,-0.32265710830688477,100.0
i always feel jealous,3,anger,Lagi akong nakakaramdam ng inggit.,-0.3257322311401367,100.0
i am feeling quite impressed with myself because i went two directions across the top row and down the left column,4,fear,Napakaganda ng pakiramdam ko dahil nakapunta ako sa dalawang direksyon sa itaas na hilera at pababa sa kaliwang kolum.,-0.2812328338623047,100.0
i have no word to describe the feeling reply she said its been days today that i have been in such a lovely country india i never thought that anything like this can ever happen to me where everyone treated us so gracefully humbly and with so respect,2,love,"Walang salita akong maibibigay upang ilarawan ang nararamdaman, sagot niya, araw-araw na itong nakalipas na nasa ganitong magandang bansa, ang India, hindi ko akalaing magkakaroon ng ganitong karanasan, kung saan lahat ay nagpakita ng dakilang paggalang, kahinhinan, at pagpapahalaga sa amin.",-0.3351919949054718,100.0
i feel like a monster because as we make our way through the rubble and stunned bodies all im thinking is that we need to find a way to keep going,4,fear,"Nararamdaman kong parang halimaw dahil habang papalapit tayo sa mga guho at mga katawan na nabigla, ang iniisip ko lang ay paano tayo makakapagpatuloy.",-0.2891829311847687,100.0
i know you contributed to my success but i am just feeling petty enough today to ignore those contributions,3,anger,Alam kong tumulong ka sa aking tagumpay ngunit nararamdaman ko ngayon ang pagiging mapagmataas kaya iiwasan ko ang iyong mga kontribusyon.,-0.2743028998374939,100.0
i have been using deborah lippmann hard rock as a base for a couple weeks and it seems to prevent staining exceedingly well so i ws feeling brave enough to try this modified french tip two coats of a peachy pink jelly sation love at first byte then a random black with a dotting tool for spots,1,joy,"Gumagamit na ako ng Deborah Lippmann Hard Rock bilang base nang ilang linggo at mukhang napakalakas nitong pigilan ang pag-stain kaya nagkaroon ako ng lakas ng loob na subukan itong modified French tip: dalawang patong ng peachy pink jelly Sation Love at First Byte, tapos isang random na itim gamit ang dotting tool para sa mga tuldok.",-0.29690706729888916,100.0
i finish this note not wanting to sound sad i feel positive and happy iv written it down its gone from my head so i can stop dwelling and move on to making it happen,1,joy,"Tapos ko itong tala nang hindi gustong magmukhang malungkot, positibo at masaya ako. Isinulat ko ito, nawala na sa aking isipan kaya maari akong huminto sa pag-iisip at magpatuloy sa paggawa nito.",-0.26693931221961975,100.0
i feel strangely carefree and free from all burden and it feels absolutely wonderful,1,joy,"Nararamdaman kong kakaiba ang kalayaan at walang pasanin, at sobrang maganda ang pakiramdam.",-0.29689961671829224,100.0
i think i might feel a little remorseful if i pursued either of those options right now so ive put them on the back burner in case i change my mind later,0,sadness,"Iniisip ko, baka mag-aalinlangan ako kung pipiliin ko ang alinman sa dalawang iyon ngayon kaya inilagay ko muna sila sa likod habang nagbabago pa ang isip ko.",-0.28131917119026184,100.0
im nervous but feeling passionate,1,joy,Kinakabahan ako pero puno ng pagmamahal ang aking damdamin.,-0.32526618242263794,100.0
i feel like this will be an amazing series and will be epic in the movie theater,1,joy,Nararamdaman kong magiging kahanga-hangang serye ito at magiging epiko sa sinehan.,-0.30612146854400635,100.0
i feel less alone and more like i belong,0,sadness,Nararamdaman kong mas kaunti ang aking pag-iisa at mas parang kabilang ako.,-0.2534432113170624,100.0
i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful,3,anger,"Lubos kong naiintindihan na kung hahayaan kong ang aking nasugatan na sarili ay maghari sa unang mga iniisip, magiging mapagbiro at mabigat ang pakiramdam ko, ngunit kung titiyakin kong ang aking mapagmahal na matanda ay nasa kontrol, na nag-iisip ng ikalawang mapagmahal na mga iniisip, magiging masaya, binasbasan, at mapayapa ako.",-0.26051855087280273,100.0
i feel somewhat disheartened i guess having to submit something lacklustre in just to meet the deadline,0,sadness,"Nararamdaman kong medyo nabigo ako, siguro, dahil kailangan kong iharap ang isang hindi gaanong maganda para lamang matugunan ang deadline.",-0.24994386732578278,100.0
i express that same feeling im homophobic boring or in denial,0,sadness,"Ipinahahayag ko ang parehong damdamin, ako ay homofobiko, nakakabagot, o nasa pagtanggi.",-0.27999693155288696,100.0
i did not really want to die but i wanted out of the pain that i was experiencing and that i was allowing others to experience by watching me and feeling helpless to do anything about it,0,sadness,"Hindi ko talaga gustong mamatay, ngunit gustung-gusto kong makalaya sa sakit na aking nararamdaman at ang sakit na aking pinahihintulot na maranasan ng iba sa pamamagitan ng pagmamasid sa akin at pagiging walang magawa tungkol dito.",-0.30431073904037476,100.0
im feeling generous now the proposals to allow crop based biofuels to reduce our fossil fuel use by only and to withdraw the market for these biofuels altogether after mean that around m of investment in the uk biofuels industry could be in peril,1,joy,"Nararamdaman kong mapagbigay ngayon, ngunit ang mga panukala na payagan ang paggamit ng biofuel mula sa pananim upang bawasan ang ating paggamit ng fossil fuel lamang, at ialis ang merkado para sa mga biofuel na ito nang tuluyan pagkatapos ng taon, ay nangangahulugan na humigit-kumulang na milyong piso ng pamumuhunan sa industriya ng biofuel ng UK ay maaaring nasa panganib.",-0.2776055335998535,100.0
i feel this strange sense of importance of life and the world when i stare at the stars all night,4,fear,Nararamdaman ko ang kakaibang kahalagahan ng buhay at mundo kapag nakatingin ako sa mga bituin buong gabi.,-0.31724798679351807,100.0
i don t feel so fearless,1,joy,Hindi ako gaanong matapang.,-0.25926926732063293,100.0
i just feel she needs to come to me and lets get it all on the table and discussed hopefully resolved,1,joy,"Gusto ko lang, lumapit siya sa akin at pag-usapan natin lahat nang harapan, sana maresolba na.",-0.29564130306243896,100.0
i feel so invigorated and refreshed afterwards,1,joy,Nararamdaman kong napakalakas at nakakapagpasigla ng aking pakiramdam pagkatapos.,-0.29713723063468933,100.0
i have unwashed hair but a new shirt and also the weather is the bomb but i also feel sleep deprived and havent had a diet coke and its am,0,sadness,May hindi pa naliligo ang buhok ko pero may bago akong damit at ang panahon ay maganda pero nararamdaman ko rin ang pagod at wala pang diet coke at alas-siyete na.,-0.25415685772895813,100.0
i was so excited to try it considering i havent before and so many people rave about it but i didnt feel like it did anything special for my lashes i dont really like drier formula type mascaras but i prefer the wet formula ones more,1,joy,"Napakasaya ko sana subukan ito dahil hindi ko pa ito naranasan at maraming tao ang nagsasabing maganda ito ngunit hindi ko naramdaman na may espesyal itong ginawa sa aking mga pilikmata. Hindi ko talaga gusto ang mga mascara na may tuyong formula, mas gusto ko ang mga basa.",-0.3625490963459015,100.0
i feel like this service is at its core relatively useless,0,sadness,Nararamdaman kong ang serbisyong ito ay walang gaanong silbi sa pangkalahatan.,-0.27698442339897156,100.0
i do feel has conditions it hurts deeply and it is not pleasant,1,joy,Nararamdaman ko na may mga kondisyon na ito ay masakit nang malalim at hindi ito kasiya-siya.,-0.1780249923467636,100.0
i am feeling drained its probably related to addisons,0,sadness,"Napapagod ako, malamang dahil sa Addison's.",-0.3138931393623352,100.0
i was left feeling a little disheartened,0,sadness,Nadama kong medyo nabigo.,-0.34344854950904846,100.0
i feel myself uncertain as to the next step to take,4,fear,Hindi ko alam kung anong susunod na hakbang ang dapat kong gawin.,-0.274084210395813,100.0
i feel satisfied if i finished doing my revision before exams,1,joy,Masaya ako kapag natapos ko na ang pagrerebisa ko bago ang mga eksamen.,-0.313682496547699,100.0
i felt such guilt for being sad for having anger about anything and for feeling less than completely thrilled with my life,1,joy,"Nadama ko ang malaking kasalanan dahil malungkot ako, dahil nagagalit ako sa kahit anong bagay, at dahil hindi ako ganap na nasisiyahan sa aking buhay.",-0.2680588364601135,100.0
i am also feeling his prompting to offer my comments about what exactly is going on in our very troubled world and what he has lead me to do regarding these times we are finding ourselves in,0,sadness,Nararamdaman ko rin ang kanyang paghihikayat na magbigay ng aking komento tungkol sa nangyayari sa ating lubhang naghihirap na mundo at kung ano ang kanyang pinangunahan akong gawin tungkol sa mga panahong ito na ating kinakaharap.,-0.2773585319519043,100.0
i want to understand how i can count all things joy when life feels anything but joyful,1,joy,Gusto kong maunawaan kung paano ko matututukan ang lahat ng saya kapag ang buhay ay hindi nararamdaman na masaya.,-0.3061903119087219,100.0
i am going on day of my goddess workouts and am feeling fabulous,1,joy,Pupunta ako sa araw ng mga ehersisyo ng aking diyosa at nararamdaman kong kamangha-manghang.,-0.2684152126312256,100.0
i feel i am with ampatuan and joining the forces of hell bitchy human who only wants is to spread their worst odor in this world,3,anger,"Nararamdaman kong kasama ko si Ampatuan at sumasama sa mga puwersa ng impiyerno, isang babaeng hayop na gustong-gusto lamang magkalat ng pinakamasamang amoy sa mundo.",-0.2970787286758423,100.0
i breathe and walk i feel less joyful than most other people,1,joy,"Humihinga at naglalakad ako, ngunit nararamdaman kong mas kaunti ang saya ko kumpara sa karamihan.",-0.29330217838287354,100.0
i never feel triumphant and glowy on my treadmill,1,joy,Hindi ako kailanman nakakaramdam ng tagumpay at saya habang nagte-treadmill.,-0.3397148847579956,100.0
i feel so worthless and ugly a href http afaerytaleinmakebelieve,0,sadness,Nararamdaman kong wala akong halaga at pangit.,-0.25464075803756714,100.0
i hear myself soothing in a low soft voice and i marvel at how the voice makes me feel calm and strong also,1,joy,Naririnig ko ang aking sarili na nagpapatahimik sa isang mababang malambot na tinig at nagtataka ako kung paano ang tinig ay nagpapadama sa akin ng katahimikan at lakas din.,-0.22653904557228088,100.0
im feeling so lousy they tried to cheer me up during school time and during choir practice,0,sadness,"Masama ang pakiramdam ko, kahit sinubukan nilang pasayahin ako sa oras ng klase at sa ensayo ng koro.",-0.2888546586036682,100.0
i have been feeling restless lately,4,fear,Nararamdaman kong hindi ako mapakali kamakailan.,-0.18495672941207886,100.0
i also feel like i was being way too irritable today,3,anger,Nararamdaman ko rin na sobrang maselan ako ngayon.,-0.26783978939056396,100.0
i feel freakishly optimistic which really runs against my natural character,1,joy,"Nararamdaman kong kakaibang optimistiko, na talagang taliwas sa aking likas na ugali.",-0.23326173424720764,100.0
i have survived the low part of the crash im starting to feel hopeful again,1,joy,"Nakapaglaban ako sa pinakamababang bahagi ng pagbagsak, at unti-unting bumubuti ang aking pag-asa.",-0.24986392259597778,100.0
i asked feeling outraged,3,anger,"Nagtanong ako, puno ng galit.",-0.33997267484664917,100.0
i feel so cool now like one of the cool kids in the neighborhood haha,1,joy,"Nararamdaman kong sobrang lamig ngayon, parang isa na sa mga cool kids sa paligid haha.",-0.31520187854766846,100.0
i still feel mentally in the game but a string of unfortunate events most i haven t written about had me sitting on the sidelines temporarily,0,sadness,"Nararamdaman ko pa rin ang aking mental na presensya sa laro, ngunit isang serye ng mga hindi kanais-nais na pangyayari, karamihan ay hindi ko pa nasusulat, ay nagpilit sa akin na manatili sa gilid pansamantala.",-0.2521425485610962,100.0
i feel like im supporting even more,2,love,Parang mas lalo akong sumusuporta.,-0.3363801836967468,100.0
im already feeling stressed about salvaging the friendship as time goes by i realize theres also another point that isnt helping,3,anger,"Nagsisimula na akong mag-stress sa pag-aayos ng ating pagkakaibigan, at habang tumatagal, napagtanto ko na may isa pang bagay na hindi tumutulong.",-0.30724799633026123,100.0
i am feeling soooo eco friendly,1,joy,"Napakasaya ko, parang sobrang eco-friendly ko.",-0.3253129720687866,100.0
i then feel like a hopeless case beside them,0,sadness,Nararamdaman kong parang isang walang pag-asa na kaso kapag sila ay nasa tabi ko.,-0.24907205998897552,100.0
i feel them and im loving it,2,love,Nararamdaman ko sila at nasisiyahan ako.,-0.2297251671552658,100.0
i want to be able to leave my house on my own without feeling terrified and im going to work on this every day,4,fear,"Gusto kong makaalis ng bahay ko nang mag-isa nang hindi natatakot, at gagawin ko itong pagsisikapan araw-araw.",-0.30347564816474915,100.0
im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,3,anger,Iniisip ko na ang sobrang lamig na naramdaman ko kahapon ay dahil pa rin sa aking pagluluto kaysa sa tunay na panahon.,-0.2168072611093521,100.0
im feeling brave today so here goes,1,joy,Masaya ako ngayon kaya susubukan ko na.,-0.27884534001350403,100.0
i couldn t feel the fake lashes at all,0,sadness,Hindi ko naramdaman ang pekeng pilikmata.,-0.3048790991306305,100.0
i try so hard to help them see the joy in life i always feel i can help these damaged and empty people and each time i fail i have to accept it as their failure not mine and i have a hard time doing that,0,sadness,"Pinagsisikapan kong tulungan silang makita ang saya sa buhay. Lagi kong nararamdaman na kaya kong tumulong sa mga nasugatan at walang laman na tao, at bawat pagkakataon na nabigo ako, kailangan kong tanggapin ito bilang kanilang kabiguan, hindi ko, at mahirap iyon para sa akin.",-0.26694732904434204,100.0
i did feeling jolly accomplished currently,1,joy,Nararamdaman kong masaya at nasiyahan sa aking mga nagawa ngayon.,-0.25409525632858276,100.0
im not going to lie i had started to feel over confident with the skinny fiber again as i had now dropped from a size x to a size x in clothing,1,joy,"Hindi ako magsisinungaling, nagsimula akong mag-overconfident muli sa Skinny Fiber dahil bumaba na ako mula sa sukat X hanggang sa sukat X sa damit.",-0.2722150385379791,100.0
i am left to feel helpless to do anything,4,fear,Nababayaan akong maramdaman ang kawalan ng magawa.,-0.230626180768013,100.0
i remember feeling absolutely devastated by what i saw,0,sadness,Naalala ko ang pakiramdam ng lubos na pagkabigo sa aking nakita.,-0.29698723554611206,100.0
i was so irritated because i just knew i wasnt pregnant and i was wasting my time and feeling lousy for no reason,0,sadness,Napakainis ko dahil nalaman ko lang na hindi ako buntis at sayang ang oras ko at nararamdaman ko ang pagkabalisa nang walang dahilan.,-0.3401755094528198,100.0
i feel horny and asked her to show her cam and she show me and asked her to show me her body and we do a great cyber sex that day,2,love,"Nararamdaman kong mainit ang katawan at humingi ako sa kanya na ipakita ang kanyang kamera, at ipinakita niya ito at humingi ako na ipakita niya ang kanyang katawan, at nagkaroon kami ng magandang cyber sex noong araw na iyon.",-0.3198556900024414,100.0
i feel so hopeless and strange and all i really want is to actually disappear,0,sadness,"Nararamdaman kong lubos ang kawalan ng pag-asa at kakaiba, at ang tanging nais ko ay mawala na lamang.",-0.25776755809783936,100.0
i just want them to hug and drink beer together and for neither of them to feel tortured at the same time,3,anger,"Gusto ko lang silang yakapin, uminom ng beer magkasama, at wala silang dalawa ang masaktan nang sabay.",-0.29688841104507446,100.0
im feeling generous id treat my friends for dinner or have a bbq at home in our little backyard while the weather is still nice and warm,1,joy,"Gusto kong magbigay ng saya, aayusin kong kainan ng mga kaibigan ko o mag-barbecue sa bahay sa aming maliit na bakuran habang maganda at mainit pa ang panahon.",-0.28485965728759766,100.0
i didnt want to feel humiliated and was beginning to regret my decision to stay,0,sadness,Ayaw kong maramdaman ang kahihiyan at nagsisimula nang pagsisisihan ang aking desisyon na manatili.,-0.2851315140724182,100.0
i feel slightly more agitated,3,anger,Nararamdaman kong medyo mas nagagalit.,-0.24578408896923065,100.0
i feel unwelcome in my own country,0,sadness,Hindi ako nararamdaman na tinatanggap sa aking sariling bayan.,-0.26093727350234985,100.0
i wont get it for her i tried honestly i did and shes making me feel terrible she makes me feel like the bad guy,0,sadness,"Hindi ko na siya bibigyan, sinubukan ko nang tapat, totoo naman, at ginagawa niya akong masaklap. Para akong masama.",-0.26580512523651123,100.0
i feel content if not happy,1,joy,"Masaya ako, o kung hindi, kontento.",-0.289503812789917,100.0
i am feeling the strange mix of extremely proud relieved she is on the path to her fabulous future but gutted she has chosen to move out to live in halls of residence at uni,4,fear,"Nararamdaman ko ang kakaibang halo ng sobrang pagmamalaki at pagluluksa dahil masaya ako na nasa tamang landas na siya patungo sa magandang kinabukasan, ngunit nasasaktan ako dahil pinili niyang lumipat at manirahan sa dormitoryo sa kolehiyo.",-0.28834429383277893,100.0
i feel funny about saying any of this because the book is selling millions of copies every week and it seems i m the minority in this,4,fear,Nakakakaba para sa akin na sabihin ang lahat ng ito dahil milyon-milyong kopya ng libro ang ibinebenta bawat linggo at tila ako'y nasa minorya dito.,-0.25027960538864136,100.0
i feel afraid to live alone living far from them,4,fear,"Natatakot akong mabuhay mag-isa, malayo sa kanila.",-0.32993510365486145,100.0
i feel like we all have somehow convinced ourselves that these really pointless events somehow mean everything to us,1,joy,Parang lahat tayo ay naniniwala na ang mga walang saysay na pangyayaring ito ay may malaking kahalagahan sa atin.,-0.2837999165058136,100.0
i feel sad for you and me because i know how much we will miss the entire powell clan,0,sadness,Malungkot ako para sa iyo at para sa akin dahil alam kong gaano kami kakalimutan ang buong pamilya Powell.,-0.3097350001335144,100.0
i was feeling rather pleased with myself when colombians who remembered the gringa with the bike from el amparo took me under their wing as they reckoned if we inquired about a boat as a group of we would get a discount,1,joy,"Masaya ako sa aking sarili nang mga Colombian na nakakita sa akin bilang ang ""gringa"" na may bisikleta mula sa El Amparo ay tinanggap ako bilang isa sa kanila, dahil sa tingin nila, kung magtatanong tayo ng bangka bilang grupo, makakakuha tayo ng diskwento.",-0.2548234462738037,100.0
i feel like i totally fucked up,3,anger,Parang ganap akong nabigo.,-0.3957085907459259,100.0
i was feeling this really weird sense of isolation that would have creeped me out pretty bad if i was alone,4,fear,Nararamdaman ko itong kakaibang pakiramdam ng pag-iisa na sana'y hindi ako matatakot kung ako'y nag-iisa.,-0.2605142295360565,100.0
i feel like a doomed cassandra,0,sadness,Parang isang nabibilang na Cassandra ako.,-0.216435506939888,100.0
i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,3,anger,"Nararamdaman kong stressed, marami akong dapat matutunan at hindi ko maibibigay ang oras sa aking blog at sa aking itsura. Sana kaya ko.",-0.33073747158050537,100.0
ive found it has made a huge difference especially on the finger with my ring and the my skin feels so much softer and less irritated,3,anger,"Natuklasan kong ito ay nagdulot ng malaking pagbabago, lalo na sa daliri kung saan nakasuot ako ng singsing, at ang aking balat ay nararamdaman kong mas malambot at mas kaunti ang pangangati.",-0.28795042634010315,100.0
i feel so vulnerable,4,fear,Nararamdaman kong sobrang mahina.,-0.24999608099460602,100.0
i dont have to know how or why all i know is that im building good habits without feeling deprived in any way,0,sadness,"Hindi ko kailangang malaman kung paano o bakit, ang alam ko lang ay binubuo ko ng mabubuting ugali nang hindi nararamdaman ang anumang kakulangan.",-0.2752605974674225,100.0
