text,label,label_desc,translation,MetricX24_Raw,MetricX24_Scaled_BATAYAN
i feel irritated and rejected without anyone doing anything or saying anything,3,anger,Nararamdaman kong nainis at tinatanggihan kahit walang ginagawa o sinasabi ng kahit sino.,0.39680948853492737,98.41276204586029
i am feeling completely overwhelmed i have two strategies that help me to feel grounded pour my heart out in my journal in the form of a letter to god and then end with a list of five things i am most grateful for,4,fear,"Napakarami kong nararamdaman ngayon, parang nababalot ako. Dalawang bagay ang tumutulong sa akin para makalimutan ang lahat: isulat ang lahat ng aking nararamdaman sa journal ko parang sulat kay Diyos, at saka matapos iyon, isulat ang limang bagay na aking pinaka-pasalamat.",0.38418012857437134,98.46327948570251
i have the feeling she was amused and delighted,1,joy,Nararamdaman kong siya ay nasiyahan at natutuwa.,0.39443278312683105,98.42226886749268
i was able to help chai lifeline with your support and encouragement is a great feeling and i am so glad you were able to help me,1,joy,"Nakaramdam ako ng kasiyahan dahil sa inyong suporta at pag-uudyok, nakakatulong ako sa Chai Lifeline. Masaya akong nakatulong din kayo sa akin.",0.40416085720062256,98.38335657119751
i already feel like i fucked up though because i dont usually eat at all in the morning,3,anger,Nararamdaman ko na nagkamali ako dahil hindi ako sanay kumain ng agahan.,0.36771899461746216,98.52912402153015
i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed,0,sadness,"Mahal ko pa rin ang aking kasintahan at sana'y ang pinakamabuti ang maidulot sa kanya. Hindi ko na kayang tiisin ang epekto ng BM sa ating buhay at ang katotohanang ito'y nagpabago sa aking kasintahan, naging mapait at galit siya, at hindi palaging mapagkumbaba sa mga taong nasa paligid niya kapag stressed siya.",0.4025528132915497,98.3897887468338
i feel so inhibited in someone elses kitchen like im painting on someone elses picture,0,sadness,"Nararamdaman kong napakakulong sa kusina ng iba, parang pinagpipinta ko ang larawan ng iba.",0.3839126229286194,98.46434950828552
i become overwhelmed and feel defeated,0,sadness,Nababalot ako ng pagod at nadarama kong natatalo.,0.4000796377658844,98.39968144893646
i feel kinda appalled that she feels like she needs to explain in wide and lenghth her body measures etc pp,3,anger,Nakakagulat na parang kailangan niyang ipaliwanag nang detalyado ang kanyang mga sukat ng katawan at iba pa.,0.4204663038253784,98.31813478469849
i feel more superior dead chicken or grieving child,1,joy,Mas nararamdaman kong mas mataas ako kaysa sa patay na manok o umiiyak na bata.,0.4043664336204529,98.38253426551819
i get giddy over feeling elegant in a perfectly fitted pencil skirt,1,joy,Nakakakilig sa akin ang pakiramdam na elegante sa isang perpektong sukat na pencil skirt.,0.32714349031448364,98.69142603874207
i remember feeling acutely distressed for a few days,4,fear,Naalala ko ang matinding pagkabalisa na naramdaman ko nang ilang araw.,0.4495236277580261,98.2019054889679
i have seen heard and read over the past couple of days i am left feeling impressed by more than a few companies,4,fear,"Sa nakalipas na ilang araw, nakita, narinig, at nabasa ko; at naiwan akong naantig ng pagpapahalaga sa higit sa ilang mga kompanya.",0.4605054557323456,98.15797817707062
i climbed the hill feeling frustrated that id pretty much paced entirely wrong for this course and that a factor that has never ever hampered me had made such a dent in the day,3,anger,Umakyat ako sa burol habang nararamdaman ang pagkabigo dahil halos mali ang aking paglalakad sa buong kurso at isang bagay na hindi ko kailanman naranasan na maging hadlang ay nagdulot ng malaking epekto sa araw.,0.34801048040390015,98.6079580783844
i can t imagine a real life scenario where i would be emotionally connected enough with someone to feel totally accepted and safe where it it morally acceptable for me to have close and prolonged physical contact and where sex won t be expected subsequently,1,joy,"Hindi ko maisip ang isang tunay na sitwasyon sa buhay kung saan magkakaroon ako ng sapat na emosyonal na koneksyon sa isang tao upang maramdaman ang ganap na pagtanggap at kaligtasan, kung saan moral na katanggap-tanggap para sa akin ang magkaroon ng malapit at matagal na pisikal na kontak at kung saan ang sekso ay hindi inaasahan pagkatapos.",0.3501065969467163,98.59957361221313
i am not sure what would make me feel content if anything,1,joy,Hindi ko sigurado kung ano ang magpapasaya sa akin kung mayroon man.,0.43746328353881836,98.25014686584473
i have been feeling the need to be creative,1,joy,Nararamdaman kong kailangan kong maging malikhain.,0.4259248375892639,98.29630064964294
i do however want you to know that if something someone is causing you to feel less then your splendid self step away from them,1,joy,"Gusto kong malaman mo na kung may tao o sitwasyon na nagpapakitang hindi ka nagniningning gaya ng dapat, lumayo ka sa kanila.",0.4224817752838135,98.31007289886475
i feel a bit rude writing to an elderly gentleman to ask for gifts because i feel a bit greedy but what is christmas about if not mild greed,3,anger,"Nararamdaman kong medyo bastos na magsulat sa isang matandang ginoo para humingi ng regalo dahil parang makasarili ako, pero ano nga ba ang pasko kung hindi ang kaunting kasakiman.",0.41449642181396484,98.34201431274414
i need you i need someone i need to be protected and feel safe i am small now i find myself in a season of no words,1,joy,"Kailangan kita, kailangan ko ng isang tao, kailangan kong maprotektahan at maramdaman ang kaligtasan. Maliit ako ngayon, nakakahanap ako ng aking sarili sa panahon ng walang salita.",0.4384167492389679,98.24633300304413
i plan to share my everyday life stories traveling adventures inspirations and handmade creations with you and hope you will also feel inspired,1,joy,"Plano kong ibahagi sa inyo ang mga kwento mula sa aking pang-araw-araw na buhay, mga pakikipagsapalaran sa paglalakbay, mga inspirasyon, at mga gawang kamay, at sana'y kayo rin ay ma-inspire.",0.3652333915233612,98.53906643390656
i already have my christmas trees up i got two and am feeling festive which i m sure is spurring me to get started on this book,1,joy,"Mayroon na akong nakasabit na mga puno ng Pasko, dalawa, at nararamdaman ko ang saya ng kapaskuhan, siguro dahil dito, nagsisimula na akong magtrabaho sa aklat na ito.",0.35966622829437256,98.56133508682251
ive worn it once on its own with a little concealer and for the days im feeling brave but dont want to be pale then its perfect,1,joy,"Isinusuot ko ito minsan nang mag-isa kasama ng kaunting concealer, at sa mga araw na nagiging matapang ako ngunit ayaw kong mapanglaw, ito ay perpekto.",0.3940121829509735,98.4239512681961
i feel very strongly passionate about when some jerk off decides to poke and make fun of us,1,joy,Napakasakit sa akin kapag may taong walang hiya ang nagbibiro at nagpapahiya sa amin.,0.3427150249481201,98.62913990020752
i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,0,sadness,"Napakabigo ko, kailangan na nating magnakaw sa si Peter para bayaran si Paul para makuha ang ating baka ngayong taon, pero hindi natin kayang hindi makuha ang baka sa ganitong paraan.",0.3992488980293274,98.40300440788269
i was feeling listless from the need of new things something different,0,sadness,"Nararamdaman kong walang gana dahil sa pangangailangan ng mga bagong bagay, ng kakaiba.",0.40073779225349426,98.39704883098602
i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you she was special,1,joy,"Nawala ang aking espesyal na isipan ngunit huwag mag-alala, nasa katinuan pa rin ako. Gusto ko lang maramdaman mo ang naramdaman ko habang binabasa ang aklat na ito. Hindi ko alam kung ilang beses sinabi na espesyal si Sam, ngunit matitiyak kitang mas marami iyon kaysa sa ginamit ko sa talata. Sinabi ko na ba sa iyo na siya ay espesyal?",0.37926626205444336,98.48293495178223
i can t let go of that sad feeling that i want to be accepted here in this first home of mine,2,love,Hindi ko makalimutan ang malungkot na pakiramdam na gustong-gusto kong tanggapin dito sa aking unang tahanan.,0.4205760955810547,98.31769561767578
on a boat trip to denmark,1,joy,sa isang paglalakbay sa bangka patungong Denmark,0.36254483461380005,98.5498206615448
i stopped feeling cold and began feeling hot,3,anger,Tumigil na akong makaramdam ng lamig at nagsimulang maramdaman ang init.,0.42627885937690735,98.29488456249237
i need to feel the dough to make sure its just perfect,1,joy,Kailangan kong maramdaman ang masa upang matiyak na perpekto ito.,0.40118730068206787,98.39525079727173
i found myself feeling a little discouraged that morning,0,sadness,Nadama kong medyo nabigo ako noong umaga.,0.40134748816490173,98.3946100473404
i feel selfish and spoiled,3,anger,Nararamdaman kong makasarili at mapagmataas.,0.4444013237953186,98.22239470481873
i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,4,fear,"Nahirapan ako nang kaunti habang sumusulat, hindi sigurado kung saan ako patungo sa kwento nang hindi sinasadya.",0.3861495554447174,98.45540177822113
i bag qaf look who s cryin now jacynthe lookin good feelin gorgeous rupaul the skins scissor sisters valentine the sun fed up kayle who s your daddy gerling awake the unkind u,1,joy,"""Tingnan mo, sino ang umiiyak ngayon, Jacynthe? Mukhang maganda at pakiramdam ay maganda, RuPaul. Ang balat, ang gunting ng mga kapatid na babae, Valentine ang araw, nagagalit na si Kayle. Sino ang iyong ama, Gerling? Gisingin ang hindi mabait.""",0.33212512731552124,98.67149949073792
i feel you know basically like a fake in the realm of science fiction,0,sadness,Nararamdaman ko na parang pekeng tao sa mundo ng science fiction.,0.3875110149383545,98.44995594024658
i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,0,sadness,Ayaw kong mabuhay sa ilalim ng bubong ng aking ama dahil ginagamit niya ito bilang dahilan upang maging isang pasaway sa akin dahil siya ang nagbibigay para mabuhay ako rito. Iniisip ko na kailangan niyang gawing kapos hangga't maaari ang aking pagtanggap upang umalis ako.,0.40709972381591797,98.37160110473633
i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,4,fear,Lagi akong nakakaramdam ng kasiyahan at pagkagulat sa kanyang pagiging mapagkalinga at kakayahang umangkop sa mga bagong sitwasyon.,0.4664096534252167,98.13436138629913
i have this feeling that if i have anymore vigorous sexual activity in the coming yes i misspelt that as cumming days parts of me will begin to fall off,1,joy,"Nararamdaman kong kung magkakaroon pa ako ng masiglang sekswal na aktibidad sa mga darating na araw, baka magsimulang mahulog ang ilang bahagi ng katawan ko.",0.39968717098236084,98.40125131607056
i feel my mom s graceful warm loving smile as i rob the time to nurture myself and heal,1,joy,"Nararamdaman ko ang maamong, mainit, at mapagmahal na ngiti ng aking ina habang binibigay ko ang oras upang alagaan at gumaling ang aking sarili.",0.4541008174419403,98.18359673023224
i feel in they talk the brother in law is extremely popular the one that had no me to think is so stiff,1,joy,"Nararamdaman kong sa kanilang pag-uusap, ang kapatid ng asawa ay sobrang sikat, ang hindi ko akalaing magiging matitigas.",0.3608797788619995,98.556480884552
i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,2,love,"Kumain ako at naramdaman ko ang isang banayad na kiliti sa buong katawan, parang nararamdaman ko ang pagpapagaling sa antas ng mga selula.",0.4931856393814087,98.02725744247437
i feel like we are pressured into being young beautiful thin and depending on the trend having the girls rejuvenated or butt implants,4,fear,"Nararamdaman kong pinipilit tayo na maging bata, maganda, payat, at depende sa uso, magpa-rejuvenate o magpa-implant ng puwet.",0.35028210282325745,98.59887158870697
i began having them several times a week feeling tortured by the hallucinations moving people and figures sounds and vibrations,4,fear,"Nagsimula akong maranasan ito nang ilang beses bawat linggo, na parang pinagdurusa ng mga halusinasyon na gumagalaw na tao at mga pigura, tunog, at mga pagyanig.",0.4334873855113983,98.2660504579544
i am now nearly finished the week detox and i feel amazing,4,fear,Malapit na akong matapos ang linggong detox at sobrang ganda ng pakiramdam ko.,0.37793171405792236,98.48827314376831
i feel selfish as i read back to my former posts how i have never asked for prayers for others how i never considered that there may be others out there that deserve their prayers answered before my own,3,anger,"Nararamdaman kong makasarili habang binabasa ko ang aking mga lumang post dahil hindi ko kailanman humingi ng dasal para sa iba, at hindi ko naisip na maaaring may iba pang nangangailangan ng kanilang mga dasal na masunod bago ang akin.",0.41943177580833435,98.32227289676666
i know the pain parents feel when an enraged child becomes violent,3,anger,Alam ko ang sakit na nararamdaman ng mga magulang kapag ang isang galit na bata ay nagiging marahas.,0.3741045594215393,98.50358176231384
i have been on a roller coaster of emotions over these supposed feelings that something unpleasant was coming,0,sadness,Nakaranas ako ng pag-ikot ng damdamin dahil sa mga nararamdamang hindi magandang bagay na darating.,0.4195590615272522,98.32176375389099
i suppose my own truth needs to be shared i havent been feeling very faithful lately ive dwelled more in doubt and uncertainty than i have in faith,2,love,"Sa tingin ko, kailangan kong ibahagi ang aking sariling katotohanan. Hindi ako gaanong naniniwala kamakailan, mas maraming pag-aalinlangan at kawalan ng katiyakan ang aking nararamdaman kaysa pananampalataya.",0.40484726428985596,98.38061094284058
i was feeling brave when i bought it and clearly when i was doing my makeup,1,joy,Naramdaman kong matapang noong bumili ako nito at malinaw na noong nag-aayos ako ng aking make-up.,0.38658708333969116,98.45365166664124
i am feeling miserable but c i am also the proudest mum on earth,0,sadness,Masakit ang pakiramdam ko ngunit ako rin ang pinakamapagmamalaking ina sa mundo.,0.4159057140350342,98.33637714385986
i figure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic,0,sadness,"Akala ko mahal kami ng pamilya ko kahit ano pa mangyari, pero kapag nasa iba, nahihiya ako kapag nagagalit si Michelle nang sobra.",0.3276260793209076,98.68949568271637
i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,1,joy,"Hindi ko naman sinasabi na kailangan ang mga ""f bombs"" at seks sa lahat ng kwento, pero nakakapang-aliw para sa akin na makita sila sa mga nalimbag na magasin.",0.3875698149204254,98.4497207403183
i can feel my ovaries aching talking to me as i like to put it,0,sadness,"Nararamdaman kong sumasakit ang aking mga ovario habang nag-uusap tayo, gaya ng aking tawag dito.",0.36098048090934753,98.55607807636261
i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,0,sadness,"Hindi ako gaanong gustong gumawa ng marami, si Chris at ako ay halos puro lang kumuha ng maraming litrato ng mga hindi gaanong mahalagang bagay.",0.37658071517944336,98.49367713928223
im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,0,sadness,"Pagod na ako sa libro at handa nang alisin ito dito, at nalaman kong ibinigay sa akin ang mga hindi angkop na larawan at saka ako pinabayaan para sa resulta ay hindi maganda.",0.4612123668193817,98.15515053272247
i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,1,joy,"Matagumpay kong na-stretch ang isang mxm canvas, at nararamdaman kong ito ay isang tagumpay para sa akin, at isang sulit na paggasta ng aking pera at oras. Gagamitin ko ang canvas para sa mga susunod na proyekto.",0.33651161193847656,98.6539535522461
i think feelings are one of nay the most important things we have,1,joy,"Sa palagay ko, ang damdamin ay isa sa pinakamahalagang bagay na ating taglay.",0.4662553668022156,98.13497853279114
i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,1,joy,"Napakalaking karangalan para sa akin na maging inspirasyon sa batang, may talento, buong buhay, at magandang babae.",0.33855709433555603,98.64577162265778
i feel angered and firey,3,anger,Nararamdaman kong galit at mainit ang ulo.,0.33844372630119324,98.64622509479523
i feel like a miserable piece of garbage,0,sadness,Parang isang basura akong nabubuhay.,0.34139567613601685,98.63441729545593
i feel like i need to make a list leanne would be appalled at the thought so that i dont miss anything,3,anger,"Parang kailangan kong gumawa ng listahan, baka matakot si Leanne sa ideya para siguradong hindi ko makalimutan ang kahit ano.",0.42869579792022705,98.28521680831909
i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,3,anger,Dinala ko si Dannika sa paaralan. Naramdaman kong medyo nagmamadali ako at ito ang bumungad sa akin nang liko ako.,0.42290177941322327,98.3083928823471
i remember feeling so hellip furious with the shooter,3,anger,Naalala ko ang pagiging napakalakas ng galit ko sa barilero.,0.3722388744354248,98.5110445022583
i feel very happy and excited since i learned so many things,1,joy,Napakasaya at nakakakilig dahil natutunan ko ang maraming bagay.,0.4059741199016571,98.37610352039337
i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequently,1,joy,"Nararamdaman kong sa mga palabas at paligid ng mga kabayong palabas, ang mga tao ay nagtitiwala at nakakarelaks dahil karamihan sa mga kabayong palabas ay ligtas at tahimik at madalas na inaalagaan.",0.3803667724132538,98.47853291034698
i only have a couple of things left to make and at the start of december i am done and feeling smug,1,joy,"May ilang bagay pa lamang akong kailangang gawin at sa simula ng Disyembre, tapos na ako at nararamdaman ang pagmamalaki.",0.4523673951625824,98.19053041934967
i think about how u could make me feel and realize that everything will be ok,1,joy,Iniisip ko kung paano mo ako mapaparamdam at mapagtanto na lahat ay magiging maayos.,0.4108462333679199,98.35661506652832
i feel so worthless during those times i was struggling finding work,0,sadness,Nararamdaman kong walang halaga noon habang naghihirap akong maghanap ng trabaho.,0.41220152378082275,98.35119390487671
i will be able to lay on my bed in the dark and not feel terrified at least for a while,4,fear,Makakahiga ako sa aking kama sa dilim at hindi matatakot kahit sandali man lang.,0.37995073199272156,98.48019707202911
i was ready to meet mom in the airport and feel her ever supportive arms around me,2,love,Handang-handa na akong salubungin ang nanay sa paliparan at maramdaman ang kanyang palaging mapagkalingang yakap.,0.4117050766944885,98.35317969322205
im feeling bitter today my mood has been strange the entire day so i guess its that,3,anger,"Masama ang pakiramdam ko ngayon, kakaiba ang aking kalooban buong araw kaya siguro iyon.",0.40195417404174805,98.39218330383301
when my mums brother passed away after having been involved in a car accident he was bringing me a present as i had passed my form five exams with flying colours,0,sadness,"Nang namatay ang kapatid ng aking ina matapos makasangkot sa aksidente sa kalsada, dala niya ang regalo para sa akin dahil nakapasa ako sa aking Form Five exams nang may mataas na marka.",0.43070101737976074,98.27719593048096
i am letting go of the animosity that is towards anyone that i feel has wronged me,3,anger,Pinapalaya ko ang galit na nararamdaman ko laban sa sinuman na sa tingin ko ay nagkasala sa akin.,0.4013371169567108,98.39465153217316
i talk to dogs as i feel they cannot understand words but they can read emotions and know how to be supportive i decided i should go home,2,love,"Kausap ko ang mga aso dahil sa tingin ko hindi nila maintindihan ang mga salita ngunit marunong silang basahin ang emosyon at alam nilang maging mapagkalinga, kaya nagpasya akong umuwi.",0.4548213481903076,98.18071460723877
i feel like throwing away the shitty piece of shit paper,0,sadness,Gusto kong itapon ang putang-inang papel na ito.,0.3481925129890442,98.60722994804382
im starting to feel wryly amused at the banal comedy of errors my life is turning into,1,joy,"Nagsisimula akong maramdaman ang isang kakaibang uri ng kasiyahan sa nakakatawang, ngunit simpleng, kalokohan ng buhay ko ngayon.",0.354814738035202,98.58074104785919
i find every body beautiful and only want people to feel vital in their bodies,1,joy,Nakikita kong maganda ang bawat katawan at nais ko lamang na maramdaman ng mga tao ang kanilang buhay at sigla sa kanilang mga katawan.,0.3932421803474426,98.42703127861023
i hear are owners who feel victimized by their associations the associations attorneys or the property manager,0,sadness,"Naririnig ko ang mga may-ari na nadaramaang biktima ng kanilang mga asosasyon, ng mga abogado ng asosasyon, o ng property manager.",0.3446905314922333,98.62123787403107
i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,3,anger,"Paalam na ako sa pamilya, lahat sila malungkot at umiiyak, at parang isang walang puso akong babae dahil, oo, medyo excited ako na lumipad ng unang beses at siyempre, mag-stay ng isang taon sa ibang bansa.",0.322160542011261,98.71135783195496
i wont let me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months,2,love,Hindi ko hahayaang umiyak ang aking anak nang mag-isa dahil nararamdaman kong ang pagmamahal sa kanya at kay Lily noong sila'y maliit ay mga pagkakataon lamang na matagal nang lumipas sa mga maikling buwan na iyon.,0.37174299359321594,98.51302802562714
i alba i feel good and im fitting in,1,joy,Masaya ako at parang nababagay ako dito.,0.3852956295013428,98.45881748199463
i feel excited about what im doing again i feel like i have a ton of catching up to do,1,joy,"Nakakakilig na muli akong makaramdam ng kilig sa ginagawa ko, parang marami akong dapat abutin.",0.3925100564956665,98.42995977401733
i also know how good it feels to look back and see that i honored my word and that helps from the start,1,joy,Alam ko rin kung gaano kaganda ang pakiramdam na tumingin pabalik at makita na ipinagmalaki ko ang aking salita at iyon ang nagbibigay lakas mula simula pa.,0.40261536836624146,98.38953852653503
i mean really really hard works to obtain such a high technical skill in wushu feel kinda ashamed but somehow motivated when i saw kids doing wushu performances whole heartedly despite their tiredness,0,sadness,"Talagang sobrang hirap ng pagsisikap para maabot ang ganitong mataas na teknikal na kasanayan sa wushu, parang nahihiya ako pero sa isang banda, nakakamotivate na makita ang mga bata na nagpe-perform ng wushu nang buong puso kahit pagod na sila.",0.36277127265930176,98.5489149093628
i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,1,joy,"Nararamdaman kong medyo nakakabigat na ang mga bagay, ilang spritz nito ay tunay na nakakatulong para mapakalma at maibsan ang aking pagkabalisa.",0.33273717761039734,98.66905128955841
i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,1,joy,"Sana'y mapagtanto mo na napakaliit lamang ng pagsisikap na kailangan upang mapasaya ang isang tao tungkol sa kanilang sarili o sa kanilang kalagayan, maging ako, isang kamag-anak, isang kaibigan mula sa kolehiyo o hayskul, isang kapitbahay sa kalye, o kahit isang estranghero.",0.4212633967399597,98.31494641304016
i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s goings ons on coronation street,1,joy,Nararamdaman kong sobrang pista ngayon kaya itatayo ko na ang puno pagkatapos kong matapos ito at maka-update sa mga nangyari sa Coronation Street ngayong linggo.,0.3669028878211975,98.53238844871521
finding out that i am not ill not seriously,1,joy,nalaman kong hindi ako malubhang may sakit.,0.38593536615371704,98.45625853538513
i did alright in class but a combination of feeling unsuccessful being man handled the stress of late and my horrible week resulted in my almost crying after i finished grappling,0,sadness,"Nakakuha ako ng maayos na marka sa klase, pero ang kombinasyon ng pakiramdam na hindi matagumpay, ang pagiging inaapi, ang stress ng huli, at ang aking masamang linggo ay nagresulta sa halos pag-iyak ko pagkatapos kong matapos ang grappling.",0.4083842635154724,98.36646294593811
i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,1,joy,Nararamdaman ko na bihira itong nagpapaunlad ng anumang makabuluhang dahilan at lagi akong sumusunod sa patakaran na huwag mag-post ng anumang bagay online na hindi ko handang sabihin sa harapan ng isang tao.,0.48539575934410095,98.0584169626236
i am feeling all useful,1,joy,Nararamdaman kong lahat ay kapaki-pakinabang.,0.4869435429573059,98.05222582817078
i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,2,love,Nararamdaman kong may ilan sa inyo na may sakit at hindi kayang isipin ang maging masigasig tungkol sa grupo o sa ideya na nagdudulot ng sakit.,0.3984617590904236,98.4061529636383
i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,0,sadness,"Nararamdaman kong pangit ako, mas gusto kong magsuot ng lusak na jeans at sweatshirt kaysa sa magandang damit, bagama't baka isuot ko pa rin ang sapatos na may takong sa loob ng bahay para kaunti nang mapataas ang aking pagpapahalaga sa sarili, ngunit tiyak na hindi ako mag-aaksaya ng pera para bumili ng bago.",0.3417445421218872,98.63302183151245
im not feeling homesick yet so im feeling alright about this,0,sadness,"Hindi pa ako nakakaramdam ng pag-uwi, kaya okay lang ako dito.",0.4327448010444641,98.26902079582214
i dance i should feel pretty,1,joy,"Sumasayaw ako, dapat maramdaman kong maganda ako.",0.36592283844947815,98.53630864620209
i workout every morning before and feel fabulous for it,1,joy,Gumagana ako ng ehersisyo tuwing umaga bago at nararamdaman kong kahanga-hanga dahil dito.,0.4042644202709198,98.38294231891632
i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,0,sadness,"Nararamdaman ko lahat ng ito mula sa kanyang mga mata, hindi mula sa kanyang paghawak o sa kanyang mga salita, kundi mula sa kanyang mga mata, alam kong tiyak kong maibabalik ko ang pag-ibig na ito at malalaman kong hindi ito magiging walang kabuluhan.",0.3950572609901428,98.41977095603943
