text,label,label_desc,translation,MetricX24_Raw,MetricX24_Scaled_BATAYAN
i feel so useless in this,0,sadness,Nararamdaman kong lubos na walang silbi sa ganitong sitwasyon.,1.3777673244476318,94.48893070220947
i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,3,anger,Nararamdaman kong maaaring mas mapanganib ito kaysa sumayaw sa gitna ng bagyo gamit ang payong.,1.576075792312622,93.69569683074951
i feel rather petty that i just dont have time to have someone talented like christine make it,3,anger,Nararamdaman kong medyo maliit ang aking pag-iisip dahil wala akong oras para magpagawa nito ng isang taong may talento tulad ni Christine.,1.4482618570327759,94.2069525718689
i feel foolish and desperate almost for feeling so strongly about this,0,sadness,Nararamdaman kong hangal at nagugutom halos dahil sa sobrang lakas ng aking damdamin tungkol dito.,1.3660478591918945,94.53580856323242
i feel more irritated than peaceful,3,anger,Mas nakakainis kaysa nakakapayapa ang nararamdaman ko.,1.4171618223190308,94.33135271072388
i feel troubled lord and i honestly don t know why,0,sadness,"Nararamdaman kong nababahala, Panginoon, at totoo akong hindi alam kung bakit.",1.4756098985671997,94.0975604057312
i can peruse a few pages before i feel that dull headache building at the base of my skull and by that point i m kicking myself for bringing on a dreaded case of car sickness,0,sadness,"Maaari akong basahin ang ilang pahina bago maramdaman ang pananakit ng ulo sa likod ng aking bungo at sa puntong iyon, pinagsisisihan ko na dinala ko ang kinatatakutang karamdaman ng pagsusuka sa sasakyan.",1.391294002532959,94.43482398986816
i do feel very successful right now,1,joy,Nararamdaman ko ngayon ang malaking tagumpay.,1.464349627494812,94.14260149002075
i can only feel sorry for us that the relationship didnt work out,0,sadness,Nakakaawa lamang tayong dalawa na hindi natuloy ang ating relasyon.,1.4721863269805908,94.11125469207764
i want to express my feeling i dont know how to start it but seriously i feel so miserable right now love or friend,0,sadness,"Gusto kong ipahayag ang aking nararamdaman, hindi ko alam kung saan magsisimula pero totoo, sobrang malungkot ako ngayon, pag-ibig man o kaibigan.",1.5271525382995605,93.89138984680176
i feel distraught worried panicked sick scared sad,4,fear,"Nararamdaman kong lubhang nalulungkot, kinakabahan, natatakot, at nasasaktan.",1.385494351387024,94.4580225944519
id begun to feel empty and this was after having had several juices and lots of water water will only make you feel full for so long but it was quite good at rinsing out from my pie hole the putrid flavors id forced upon myself,0,sadness,"Nagsimula akong makaramdam ng kawalan, at ito ay matapos kong uminom ng maraming juice at malaking halaga ng tubig. Ang tubig ay magpapaluwas lamang ng pakiramdam na busog sa loob ng ilang panahon, ngunit naging mabisa ito sa pagtanggal ng mga masamang lasa na aking pinilit sa aking bibig.",1.4560514688491821,94.17579412460327
i do feel very angered though,3,anger,Nararamdaman ko ang malaking galit.,1.444131851196289,94.22347259521484
i feel the need to lend my hand in the loyal promotion of greg weismans baby in hopes that disney will some day pick it back up or at the very least sell the rest of the series on dvd,2,love,"Nararamdaman kong kailangan kong tumulong sa tapat na pagpapalaganap ng proyekto ni Greg Weisman, na may pag-asa na balang araw ay muling piliin ito ng Disney o kahit papaano ay ibenta ang natitirang bahagi ng serye sa DVD.",1.4855457544326782,94.05781698226929
i watch movies set in the s and s i feel pangs of melancholy,0,sadness,"Pinapanood ko ang mga pelikula na nagaganap noong dekada s at s, at nararamdaman ko ang mga pag-aalinlangan ng kalungkutan.",1.4957119226455688,94.01715230941772
i feel like i am going to throw up or something i hated that site soooo much,0,sadness,"Parang iiwan ko na ang laman ng aking sikmura o ano, sobrang ayaw ko sa site na iyon.",1.3645894527435303,94.54164218902588
i woke on saturday feeling a little brighter and was very keen to get outdoors after spending all day friday wallowing in self pity,1,joy,Gumising ako noong Sabado na parang mas maliwanag ang pakiramdam at sobrang gustong lumabas matapos mag-isa at magdalamhati sa sarili buong araw ng Biyernes.,1.5090757608413696,93.96369695663452
i have eternal hope he says and when they arrive on the bridge she finds she likes the feel of the fond smile on her face too much to hide it,2,love,"May walang hanggang pag-asa, sabi niya, at nang dumating sila sa tulay, natuklasan niyang masyadong maganda ang pakiramdam ng ngiti sa kanyang mukha upang itago ito.",1.5254017114639282,93.89839315414429
i feel and bruise my how was anybody to be punished,0,sadness,"Nararamdaman ko at nasasaktan ako, sino ang dapat parusahan?",1.4848718643188477,94.06051254272461
i woke up even more tired than the night before and feeling groggy,0,sadness,Gumising ako na mas pagod pa kaysa kagabi at parang antok pa rin.,1.4377810955047607,94.24887561798096
i feeling irritable,3,anger,Nararamdaman kong mairrita.,1.4251575469970703,94.29936981201172
i feel these kinds of emotional urges i try to identify their intellectual roots so i can understand them better,0,sadness,"Nararamdaman ko ang mga ganitong emosyonal na pagnanasa, sinusubukan kong tukuyin ang kanilang intelektwal na pinagmulan upang maunawaan ko sila nang mas mabuti.",1.4651120901107788,94.13955163955688
i should probably mention so that you aren t feeling left out that the lunch was in celebration of the top participants of the take the lead speech competition another reason to enter the competition the food was delicious and the conversation was amusing,1,joy,Dapat kong banggitin para hindi ka makaramdam ng pag-iwan na ang tanghalian ay selebrasyon para sa mga nangungunang kalahok ng Take the Lead speech competition isa pang dahilan para sumali sa kompetisyon ang pagkain ay masarap at ang usapan ay nakakatuwa.,1.4851658344268799,94.05933666229248
i did feel like the people there were appreciative of what they had and many had happiness in that pinnacle way that is non materialistic,1,joy,Naramdaman ko na ang mga tao doon ay nagpapasalamat sa kanilang mga meron at marami ang masaya sa isang mataas na antas na hindi materyalista.,1.4675443172454834,94.12982273101807
i realized that it s those goddamn fat ass greedy son of a bitches that made me feel so humiliated so alone and so ugly,0,sadness,"Napagtanto ko na sila, mga hayop na taba at sakim, ang nagpaparamdam sa akin na napahiya, nag-iisa, at pangit.",1.4159196615219116,94.33632135391235
i feel as if it was a way of distracting me from my positive thoughts and i had to work really hard to switch my thoughts around today but i did it,1,joy,Nararamdaman kong parang para akong ilayo sa aking positibong mga iniisip at kailangan kong magsikap nang husto upang baguhin ang aking mga iniisip ngayon ngunit nagawa ko ito.,1.4893739223480225,94.04250431060791
i can tell most of the time what shes really feeling and she was being really sincere,1,joy,"Karamihan sa mga oras, alam kong ano talaga ang nararamdaman niya at siya ay tunay na tapat.",1.5108031034469604,93.95678758621216
i feel like mike is loyal and will always be loyal,2,love,Nararamdaman kong tapat si Mike at lagi siyang tatapat.,1.4335410594940186,94.26583576202393
i don t have any issues with the obvious i went chinese with them yesterday and i wasn t feeling hostile towards any of them,3,anger,Wala akong problema sa mga halata. Nag-Tsino ako sa kanila kahapon at hindi ako nagtatampo sa kanila.,1.4211223125457764,94.3155107498169
i feel like im actually doing somewhat well with it and right now im getting my swing down,1,joy,Nararamdaman kong medyo maganda ang aking pag-unlad dito at ngayon ay unti-unting nakakakuha na ako ng aking ritmo.,1.4051258563995361,94.37949657440186
i feel i m being punished for too many thoughtless years of assuming that the trappings of success were earned and not given,0,sadness,Nararamdaman kong pinarusahan ako para sa napakaraming taong walang pag-iisip na nag-aakalang ang mga palamuti ng tagumpay ay kinikita at hindi ibinibigay.,1.515792727470398,93.93682909011841
i feel like i have to dumb myself down in order to communicate effectively,0,sadness,Parang kailangan kong pababain ang aking katalinuhan para makapag-usap nang maayos.,1.5046439170837402,93.98142433166504
i still feel quite loyal in other views on the conservative side,2,love,Nanatili pa rin akong medyo tapat sa iba pang pananaw sa panig ng konserbatibo.,1.4967937469482422,94.01282501220703
i guess i am just feeling slightly shaken at this sudden news,4,fear,"Siguro, medyo nabigla lang ako sa biglang balita.",1.433715581893921,94.26513767242432
i still feel funny,4,fear,Parang may kakaiba pa rin akong nararamdaman.,1.4143080711364746,94.3427677154541
im tired of feeling troubled stressed up feeling down and falling sick,0,sadness,"Pagod na ako sa pakiramdam na nababahala, stressed, malungkot, at madalas magkasakit.",1.5013792514801025,93.99448299407959
i felt a bit bad about killing but it always feels like a chore that simply distracted from exploration,3,anger,"Naramdaman ko ang kaunting pagsisisi sa pagpatay, ngunit lagi itong parang isang gawain na nagpapawalang-pansin sa pagtuklas.",1.5115751028060913,93.95369958877563
i wont be so sure to feel optimistic about this either,1,joy,Hindi ako sigurado kung magiging optimistiko ako tungkol dito.,1.4432135820388794,94.22714567184448
i feel bad about being depressed because theres still a part of me that wants to believe that i can think my way out of this then i feel bad about wanting to starve so i do the opposite,0,sadness,"Nakakaramdam ako ng kasalanan dahil sa depresyon ko dahil may bahagi pa rin sa akin na gustong maniwala na kaya kong isipin ang aking paraan palabas nito, saka ako nakakaramdam ng kasalanan dahil sa pagnanais kong mag-ayuno kaya naman ginagawa ko ang kabaligtaran.",1.4440884590148926,94.22364616394043
i feel like im worthless,0,sadness,Parang wala akong halaga.,1.3751497268676758,94.4994010925293
i feel too much but i don t care no i don t careeeeee i don t care by savage garden your three plans for tomorrow,3,anger,"Nararamdaman ko nang sobra pero hindi ako nag-aalala, hindi, hindi ako nag-aalala, hindi ako nag-aalala sa Savage Garden, ang iyong tatlong plano para bukas.",1.471817970275879,94.11272811889648
i was left feeling a little delicate but thoughtful,2,love,Nadama kong medyo mahina ngunit puno ng pag-iisip.,1.4204716682434082,94.31811332702637
i can feel myself agitated now so im going to have to leave work in a sec,3,anger,Nararamdaman ko na ang aking pag-aalala ngayon kaya kailangan kong umalis sa trabaho sa lalong madaling panahon.,1.4917247295379639,94.03310108184814
after receiving the grade on the paper mentioned in fear,0,sadness,"matapos makatanggap ng grado sa papel na nabanggit, kinabahan.",1.3945770263671875,94.42169189453125
i cant help but feel a little jubilant as i walk through the arrivals gate,1,joy,Hindi ko mapigilan ang maramdaman ang kaunting kagalakan habang naglalakad ako sa gate ng pagdating.,1.435394525527954,94.25842189788818
i thought it might and it makes my hair feel lovely and silky,2,love,Akala ko kaya pala at nagiging makinis at makintab ang aking buhok.,1.500802755355835,93.99678897857666
i could elaborate how ww is a plan that gives you freedom and boundaries without feeling deprived and how finding your nitche in moving and sweating makes all the difference or the nuts of bolts of the day in and day out choices my story my struggle goes deep into the core,0,sadness,"Maaari kong ipaliwanag kung paano ang WW ay isang plano na nagbibigay sa iyo ng kalayaan at hangganan nang hindi ka nadarama'y kulang at kung paano ang paghahanap ng iyong lugar sa paggalaw at pagpapawis ay nagdudulot ng malaking pagkakaiba o ang mga detalye ng araw-araw na mga pagpipilian. Ang aking kwento, ang aking pakikibaka, ay tumatagos sa pinakakilalang bahagi.",1.4579472541809082,94.16821098327637
i imagine how would it feel to hold you nothing perverse just to know you to feel the heat of your breathe moving through me your feet tangled with mine,0,sadness,"Iniisip ko kung paano ang pakiramdam na hawakan ka, wala namang masama, basta para malaman ka, maramdaman ang init ng iyong hininga na dumadaan sa akin, ang iyong mga paa na nakakabit sa akin.",1.4808310270309448,94.07667589187622
i felt like the boys were disadvantaged missing out on all the exciting entertainments at home for children but now i feel like they have had a precious opportunity to get close and familiar with nature,1,joy,"Naramdaman kong nabigo ang mga batang lalaki dahil hindi sila nakasali sa lahat ng nakakatuwang libangan sa bahay para sa mga bata, ngunit ngayon, parang nakakuha sila ng mahalagang pagkakataon na maging malapit at pamilyar sa kalikasan.",1.4960672855377197,94.01573085784912
i know he s feeling to me is sincere so i could tolerate these small trouble but i can t stand his this character in the performance of the sex life of husband and wife,1,joy,"Alam kong tapat ang nararamdaman niya sa akin kaya kayang tanggapin ko ang mga maliit na gulo, ngunit hindi ko kayang tiisin ang kanyang ugali sa pagsasagawa ng buhay sekswal ng mag-asawa.",1.5402655601501465,93.83893775939941
i was just yesterday feeling uncomfortable with highschool sigh,4,fear,"Kahapon lang ako, hindi ko maalis ang pag-aalinlangan tungkol sa high school, ah.",1.4635872840881348,94.14565086364746
i am already feeling heartbroken and alone again,0,sadness,Nasasaktan na naman ako at parang nag-iisa.,1.5069074630737305,93.97237014770508
i don t know what i want in my life at the moment and even though things are really good and stable in many ways i still don t feel content with it,1,joy,"Hindi ko alam kung ano ang gusto ko sa buhay ko ngayon, at kahit na maganda at matatag ang mga bagay sa maraming paraan, hindi pa rin ako nasiyahan dito.",1.5083234310150146,93.96670627593994
i feel like these were pretty productive days although i couldve cut back on the thinking as usual,1,joy,Nararamdaman kong produktibo ang mga araw na ito kahit na pwede kong bawasan ang pag-iisip gaya ng dati.,1.4557602405548096,94.17695903778076
i feel angry man named muaz,3,anger,Nararamdaman kong galit ang isang lalaking si Muaz.,1.443101406097412,94.22759437561035
i love how i can feel totally distressed and hopeless but when i put on a bright eyes record or something all of a sudden i have this realization that there is more to life than the shit i worry about,4,fear,"Mahal ko kung paano ko mararamdaman ang ganap na pagkabalisa at kawalan ng pag-asa, ngunit kapag inilagay ko ang isang record ng Bright Eyes o anumang bagay, biglang may pag-unawa akong may higit pa sa buhay kaysa sa mga bagay na aking iniisip.",1.3980578184127808,94.40776872634888
i was abruptly reminded of why i was feeling so agitated in la,4,fear,Bigla akong naalala kung bakit ako sobrang nagagalit sa LA.,1.3875653743743896,94.44973850250244
i am feeling amazing mostly normal i am going to a pre thanksgiving celebration with our friends from that time we were in softball,1,joy,"Nararamdaman kong kahanga-hanga, halos normal lang. Pupunta ako sa isang pre-Thanksgiving celebration kasama ang mga kaibigan namin noong tayo ay nasa softball.",1.5001521110534668,93.99939155578613
i feel very peaceful about the whole situation,1,joy,Napakakalma ko sa buong sitwasyon.,1.3862013816833496,94.4551944732666
i feel invigorated by the,1,joy,Nararamdaman kong nabubuhay muli ang aking enerhiya.,1.4369839429855347,94.25206422805786
i went miles and it wasnt that i felt tired but i noticed that my bottom parts or the front of my pelvic bone was feeling numb and sore,0,sadness,"Naglakad ako ng malayo at hindi dahil sa pagod, ngunit napansin kong ang aking mga ibaba o harapan ng aking buto ng pelvis ay parang nababalot at nasasakit.",1.4841185808181763,94.0635256767273
im getting there but i really do feel dazed and confused at the moment,4,fear,Nakakarating na ako pero tunay na nararamdaman ko ang pagkalito at pagkalasing sa ngayon.,1.4281203746795654,94.28751850128174
i also like to share my happiness by spreading a smile at work sometimes i feel like the people i work for are a bit uptight so its nice to add some chatter to lighten the mood,4,fear,"Gustung-gusto ko ring ibahagi ang aking kagalakan sa pamamagitan ng pagpapalaganap ng ngiti sa trabaho. Minsan, parang mga taong aking sinusunod ay medyo seryoso kaya maganda na magdagdag ng kaunting kwentuhan upang mapagaan ang pakiramdam.",1.489427089691162,94.04229164123535
i was the compere at a party and all my efforts to get the show rolling were thwarted by the immobile,3,anger,Ako ang nagsilbing emcee sa isang partido at lahat ng aking pagsisikap na simulan ang palabas ay pinigilan ng katahimikan.,1.4946883916854858,94.02124643325806
i feel so resentful about having to take care of us and not getting to do what i want to do,3,anger,Nararamdaman kong sobrang nagagalit ako dahil kailangan kong alagaan tayo at hindi ko magawa ang mga gusto kong gawin.,1.5202093124389648,93.91916275024414
i feel every part of me agitated by the reality of the kingdom walk the talk,3,anger,"Nararamdaman kong bawat bahagi ng aking katawan ay nag-aagaw dahil sa katotohanan ng paglalakad ng kaharian, pagsasabuhay ng salita.",1.392427682876587,94.43028926849365
i have gained lbs back and i feel terrible about it,0,sadness,Nakabalik na ang mga kinain kong pounds at nararamdaman kong masama ang pakiramdam ko tungkol dito.,1.495438814163208,94.01824474334717
i dont say anything because i dont want to cause a fuss and i hate it when people feel sorry for me,0,sadness,Hindi ako nagsasalita dahil ayaw kong magdulot ng gulo at ayaw ko rin kapag nakaramdam ng awa ang mga tao sa akin.,1.5056474208831787,93.97741031646729
im feeling so excited and eager,1,joy,Sobrang excited at nag-aantay na ako.,1.4640002250671387,94.14399909973145
i feel really listless right now,0,sadness,Napakasawang-sawa ko ngayon.,1.5000710487365723,93.99971580505371
i feel pathetic at times because,0,sadness,Nararamdaman kong nakakahiya minsan dahil,1.3869061470031738,94.4523754119873
i feel very discontent right now,0,sadness,Nararamdaman kong lubhang hindi kontento ngayon.,1.4241008758544922,94.30359649658203
i learned what its truely like to feel and be submissive,0,sadness,Natutuhan ko kung ano ang tunay na pakiramdam at maging sumusunod.,1.5180600881576538,93.92775964736938
i feel pathetic because i feel like you never once called me your bestfriend and i just continued to call you my bff and i just get treated like a friend,0,sadness,"Nararamdaman kong napahiya ako dahil parang hindi mo ako minsan tinawag na bestfriend at ako'y patuloy na tumatawag sa iyo na bff ko, ngunit parang kaibigan lang ang trato mo sa akin.",1.4645850658416748,94.1416597366333
i go in coeur d alene im surrounded by them and it feels strange to look at them and think all these people are actually as nuts as me,4,fear,"Pumasok ako sa Coeur d'Alene, nakapaligid ako sa kanila at kakaiba ang pakiramdam na tingnan sila at isipin na lahat ng mga tao ay talagang kasing-gaga ko.",1.4517593383789062,94.19296264648438
i just wanted to write this post because i m sure like myself there are many of us struggling with the same problem feeling deprived and isolated on such a restricted program but i hope you realize that you are doing it to yourself and you don t have to feel that way at all,0,sadness,"Gusto ko lang isulat ito dahil tiyak akong gaya ko, marami sa atin ang nakakaranas ng parehong problema, nadarama ang kakulangan at pag-iisa sa ganitong limitadong programa, ngunit sana maintindihan ninyo na ginagawa ninyo ito sa inyong sarili at hindi ninyo kailangang maramdaman iyon.",1.440677285194397,94.23729085922241
i still feel so agitated,3,anger,Parang hindi pa rin ako mapakali.,1.421044111251831,94.31582355499268
i feel dissatisfied and no matter how selfish i am or how much about me i make saturday it s never enough,3,anger,"Nararamdaman kong hindi ako nasiyahan at kahit gaano ako kasungit o gaano ko i-center ang sarili ko sa Sabado, hindi pa rin sapat.",1.4593698978424072,94.16252040863037
i feel something about physically seeing your problems where the hurt stems from seems to be very therapeutic,0,sadness,"Nararamdaman kong may kakaiba sa pagtingin nang pisikal sa pinagmumulan ng iyong sakit, parang nakakatulong ito sa pagpapagaling.",1.4978268146514893,94.00869274139404
i just like spoiler cuts they make me feel simultaneously badass and considerate,1,joy,"Gustung-gusto ko lang ang spoiler cuts, parang ginagawa nila akong badass at mapag-isip sa parehong oras.",1.509411096572876,93.9623556137085
im feeling a little smug too im usually running late for whatever im planning to d,1,joy,"Nararamdaman ko rin ang kaunting pagmamalaki, dahil karaniwan akong huli sa mga plano ko.",1.4634348154067993,94.1462607383728
i have certainly been in places where i did not feel welcomed and i made a point to go on to a place where i did find that feeling of welcoming,1,joy,"Naging karanasan ko na ang mga lugar kung saan hindi ako nakaramdam ng pagtanggap, kaya't pinili kong pumunta sa ibang lugar kung saan naramdaman ko ang pagiging mapagpatuloy.",1.4921419620513916,94.03143215179443
i feel amazed i can compress my difficulty so neatly into one sentence,4,fear,Nakakagulat na kaya kong i-compress ang aking kahirapan sa isang maikling pangungusap.,1.4673271179199219,94.13069152832031
i have this feeling of security about the characters i want to do if someone else gets the role i am afraid they will not do well,4,fear,"Mayroon akong pakiramdam ng seguridad tungkol sa mga karakter na gustong gampanan, ngunit natatakot ako na hindi magaling ang iba kung sila ang kukuha ng papel.",1.4928914308547974,94.02843427658081
i feel like no other day should be less valuable than another because of a certain event is going to happen,1,joy,Nararamdaman kong walang araw na dapat mas mababa ang halaga kaysa sa iba dahil may mangyayaring partikular na pangyayari.,1.502853512763977,93.98858594894409
i loathe stuffed animals they make me feel a bit violent and i have been known to punch them,3,anger,"Ayaw ko ng mga plushie, parang gusto kong suntukin sila at minsan nga ay nagpupunch ako sa kanila.",1.4626367092132568,94.14945316314697
i feel extraordinarily lively,1,joy,Nararamdaman kong kakaibang masigla.,1.4045615196228027,94.38175392150879
i still feel incredibly frustrated by it,3,anger,Parang hindi pa rin mawala ang sobrang pagkabigo ko dito.,1.4642574787139893,94.14297008514404
i feel sympathetic toward him he is always suffering through a million responsibilities,2,love,"Nakaramdam ako ng awa sa kanya, lagi siyang nagdurusa dahil sa milyong responsibilidad.",1.4669228792190552,94.13230848312378
i was lured into the idea of the event with the promise of free champagne you know me and a brilliant talk by bestselling author kathy lette but left feeling genuinely inspired and empowered,1,joy,"Pinilit akong mag-isip na dumalo sa kaganapan dahil sa pangako ng libreng champagne, alam mo naman ako, at isang mahusay na talumpati ng best-selling author na si Kathy Lette, ngunit umalis akong tunay na inspirasyon at empowred.",1.4781737327575684,94.08730506896973
i feel as i did when i was troubled easily agitated and indecisive,0,sadness,"Nararamdaman ko ang aking sarili noong ako ay madaling nababahala, madaling kinakabahan, at hindi makapagpasya.",1.4694561958312988,94.1221752166748
i have a feeling his sex phobia is the result of his having been sexually abused by his sister when he was a child,0,sadness,Mayroon akong pakiramdam na ang seksuwal na fobiya niya ay bunga ng pag-abuso seksual na naranasan niya mula sa kanyang kapatid noong siya ay bata pa.,1.522080898284912,93.91167640686035
i feel content just because of the weather,1,joy,Masaya ako dahil lang sa panahon.,1.4334014654159546,94.26639413833618
i tend to feel too empathtic and too remorseful and guilty even about shit i am not a part of,0,sadness,"Madalas akong maramdaman ang sobrang empatiya at pagsisisi, kahit sa mga bagay na hindi ko kinalaman.",1.471215009689331,94.11513996124268
i started to feel some dull cramps that lasted for about two hours i thought maybe the babies didnt like mexican which is cray cray because its my favorite,0,sadness,"Nagsimula akong maramdaman ang mga banayad na pananakit na tumagal ng halos dalawang oras. Akala ko baka ayaw ng mga sanggol sa Mexican, na talagang kakaiba dahil iyon ang paborito ko.",1.4511666297912598,94.19533348083496
i feel like im reliving the prequel again another jedi queen in a romantic relationship trying to keep it secret,2,love,"Parang binubuhay ko muli ang prequel, isa pang Jedi queen na nasa romantikong relasyon at sinusubukang itago ito.",1.5569214820861816,93.77231407165527
i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in,4,fear,"Nandito ako sa trabaho ngayon sa aking bagong trabaho, kakaiba pa rin ang pakiramdam tbh pero sigurado akong malalampasan ko rin ito.",1.4568800926208496,94.1724796295166
i think she is pretty sure she is not the victim then feel really unfortunate to bobo if she is really pregnant,0,sadness,"Akala ko sigurado na siya hindi biktima, tapos magiging malungkot siya kung talagang buntis siya.",1.4064035415649414,94.37438583374023
i feel the echoes of the divine so very close,1,joy,Nararamdaman ko ang mga alingawngaw ng diyos na napakalapit.,1.5091434717178345,93.96342611312866
i finished it feeling amazing,1,joy,Nakaramdam ako ng kahanga-hanga pagkatapos matapos ko ito.,1.4290432929992676,94.28382682800293
i feel so bad to have slacked of on my health but now i need to make the time,0,sadness,Napakasama kong pakiramdam dahil nabigo akong alagaan ang aking kalusugan ngunit ngayon kailangan kong maglaan ng oras.,1.4702743291854858,94.11890268325806
i feel so special when im wearing this front,1,joy,Nararamdaman kong espesyal kapag suot ko ito sa harapan.,1.5001657009124756,93.9993371963501
i can totally sympathize with everyone here who doesn t speak native english as i feel like a brain damaged five year old whenever i try to speak japanese for any length of time,0,sadness,Ganap akong nakakaunawa sa lahat dito na hindi nagsasalita ng katutubong Ingles dahil parang batang limang taong may pinsala sa utak kapag sinusubukan kong magsalita ng Hapones nang matagal.,1.4211583137512207,94.31536674499512
i ran upon it while looking for a cute saying to add to address change cards planning ahead and feeling positive,1,joy,"Nakita ko ito habang naghahanap ng isang magandang kasabihan para idagdag sa mga imbitasyon ng pagbabago ng address, habang nagpaplano at nakaramdam ng positibo.",1.5603485107421875,93.75860595703125
i had and not having any lingering feelings nor longing for anyone,2,love,Wala akong natitirang nararamdaman o pagnanasa para sa kahit sino.,1.3689639568328857,94.52414417266846
i have just had such a crappy week that i am still feeling all agitated and like the day wasn t what i wanted,4,fear,Napakasama ng linggong nakalipas ko kaya hanggang ngayon ay parang nagagalit pa ako at parang hindi ko naranasan ang araw na gusto ko.,1.4484816789627075,94.20607328414917
ive lost lbs between january of this year and now i have this wicked part of me that feels very keen to try on new clothing and to tell myself that i deserve new clothing,1,joy,Nawala ang ilang libra ko mula noong Enero ng taong ito at ngayon may masamang bahagi sa akin na sobrang gustong subukan ang mga bagong damit at sabihin sa aking sarili na nararapat akong magkaroon ng mga bagong damit.,1.4293943643569946,94.28242254257202
i acknowledge that i am not actually fat by definition but feeling uncomfortable in my skin,4,fear,Kinikilala ko na hindi ako tunay na mataba sa kahulugan ngunit nararamdaman ang kakulangan sa ginhawa sa aking katawan.,1.4364672899246216,94.25413084030151
i quite often get up feeling groggy but after meditating and having a fresh juice i feel as good as new,0,sadness,"Madalas akong gumising na parang antok pa pero pagkatapos mag-meditate at uminom ng sariwang juice, parang bago na ako.",1.4768264293670654,94.09269428253174
i am feeling so honoured to be a,1,joy,Lubos akong nabighani na maging isa.,1.3735425472259521,94.50582981109619
ive been feeling the demands of my three beloved males pushing and pulling spinning me around as i dance to the beat of their drum,1,joy,Nararamdaman ko ang pagpupursige ng tatlong mahal kong lalaki na parang hinihila at pinipilit akong sumayaw sa kanilang ritmo.,1.4438769817352295,94.22449207305908
i feel like in order to live a compassionate life this is an essential piece of the puzzle for me,2,love,Nararamdaman kong mahalaga itong bahagi ng palaisipan para sa akin upang mabuhay ng may malasakit.,1.419258952140808,94.32296419143677
i still feel the tender touch of a hand in mine,2,love,Nararamdaman ko pa rin ang malambot na paghawak ng kamay sa akin.,1.4860022068023682,94.05599117279053
i learned my lesson and would never repeat my mistake i ve seen real child abuse and still do not feel that i abused my child,0,sadness,Natutuhan ko ang aral at hindi ko na uulitin ang aking pagkakamali. Nakita ko ang tunay na pang-aabuso sa bata at hindi pa rin ako nakakaramdam na ako ay gumawa ng pang-aabuso sa aking anak.,1.462998628616333,94.14800548553467
i feel so blessed that i am able to leave there,1,joy,Nararamdaman kong sobrang biyaya na makalaya doon.,1.3436849117279053,94.62526035308838
