text,label,label_desc,translation
i am feeling quite impressed with myself because i went two directions across the top row and down the left column,4,fear,Napakaganda ng pakiramdam ko dahil nakapunta ako sa dalawang direksyon sa itaas na hilera at pababa sa kaliwang kolum.
i have no word to describe the feeling reply she said its been days today that i have been in such a lovely country india i never thought that anything like this can ever happen to me where everyone treated us so gracefully humbly and with so respect,2,love,"Walang salita akong maibibigay upang ilarawan ang nararamdaman, sagot niya, araw-araw na itong nakalipas na nasa ganitong magandang bansa, ang India, hindi ko akalaing magkakaroon ng ganitong karanasan, kung saan lahat ay nagpakita ng dakilang paggalang, kahinhinan, at pagpapahalaga sa amin."
i feel like a monster because as we make our way through the rubble and stunned bodies all im thinking is that we need to find a way to keep going,4,fear,"Nararamdaman kong parang halimaw dahil habang papalapit tayo sa mga guho at mga katawan na nabigla, ang iniisip ko lang ay paano tayo makakapagpatuloy."
i know you contributed to my success but i am just feeling petty enough today to ignore those contributions,3,anger,Alam kong tumulong ka sa aking tagumpay ngunit nararamdaman ko ngayon ang pagiging mapagmataas kaya iiwasan ko ang iyong mga kontribusyon.
i have been using deborah lippmann hard rock as a base for a couple weeks and it seems to prevent staining exceedingly well so i ws feeling brave enough to try this modified french tip two coats of a peachy pink jelly sation love at first byte then a random black with a dotting tool for spots,1,joy,"Gumagamit na ako ng Deborah Lippmann Hard Rock bilang base nang ilang linggo at mukhang napakalakas nitong pigilan ang pag-stain kaya nagkaroon ako ng lakas ng loob na subukan itong modified French tip: dalawang patong ng peachy pink jelly Sation Love at First Byte, tapos isang random na itim gamit ang dotting tool para sa mga tuldok."
i finish this note not wanting to sound sad i feel positive and happy iv written it down its gone from my head so i can stop dwelling and move on to making it happen,1,joy,"Tapos ko itong tala nang hindi gustong magmukhang malungkot, positibo at masaya ako. Isinulat ko ito, nawala na sa aking isipan kaya maari akong huminto sa pag-iisip at magpatuloy sa paggawa nito."
i feel strangely carefree and free from all burden and it feels absolutely wonderful,1,joy,"Nararamdaman kong kakaiba ang kalayaan at walang pasanin, at sobrang maganda ang pakiramdam."
i think i might feel a little remorseful if i pursued either of those options right now so ive put them on the back burner in case i change my mind later,0,sadness,"Iniisip ko, baka mag-aalinlangan ako kung pipiliin ko ang alinman sa dalawang iyon ngayon kaya inilagay ko muna sila sa likod habang nagbabago pa ang isip ko."
im nervous but feeling passionate,1,joy,Kinakabahan ako pero puno ng pagmamahal ang aking damdamin.
i feel like this will be an amazing series and will be epic in the movie theater,1,joy,Nararamdaman kong magiging kahanga-hangang serye ito at magiging epiko sa sinehan.
i feel less alone and more like i belong,0,sadness,Nararamdaman kong mas kaunti ang aking pag-iisa at mas parang kabilang ako.
i am so aware that if i indulge my wounded self in the first thoughts i will feel impatient and burdened and if i make sure that my loving adult is in charge thinking the second loving thoughts i will feel happy blessed and peaceful,3,anger,"Lubos kong naiintindihan na kung hahayaan kong ang aking nasugatan na sarili ay maghari sa unang mga iniisip, magiging mapagbiro at mabigat ang pakiramdam ko, ngunit kung titiyakin kong ang aking mapagmahal na matanda ay nasa kontrol, na nag-iisip ng ikalawang mapagmahal na mga iniisip, magiging masaya, binasbasan, at mapayapa ako."
i feel somewhat disheartened i guess having to submit something lacklustre in just to meet the deadline,0,sadness,"Nararamdaman kong medyo nabigo ako, siguro, dahil kailangan kong iharap ang isang hindi gaanong maganda para lamang matugunan ang deadline."
i express that same feeling im homophobic boring or in denial,0,sadness,"Ipinahahayag ko ang parehong damdamin, ako ay homofobiko, nakakabagot, o nasa pagtanggi."
i did not really want to die but i wanted out of the pain that i was experiencing and that i was allowing others to experience by watching me and feeling helpless to do anything about it,0,sadness,"Hindi ko talaga gustong mamatay, ngunit gustung-gusto kong makalaya sa sakit na aking nararamdaman at ang sakit na aking pinahihintulot na maranasan ng iba sa pamamagitan ng pagmamasid sa akin at pagiging walang magawa tungkol dito."
im feeling generous now the proposals to allow crop based biofuels to reduce our fossil fuel use by only and to withdraw the market for these biofuels altogether after mean that around m of investment in the uk biofuels industry could be in peril,1,joy,"Nararamdaman kong mapagbigay ngayon, ngunit ang mga panukala na payagan ang paggamit ng biofuel mula sa pananim upang bawasan ang ating paggamit ng fossil fuel lamang, at ialis ang merkado para sa mga biofuel na ito nang tuluyan pagkatapos ng taon, ay nangangahulugan na humigit-kumulang na milyong piso ng pamumuhunan sa industriya ng biofuel ng UK ay maaaring nasa panganib."
i feel this strange sense of importance of life and the world when i stare at the stars all night,4,fear,Nararamdaman ko ang kakaibang kahalagahan ng buhay at mundo kapag nakatingin ako sa mga bituin buong gabi.
i don t feel so fearless,1,joy,Hindi ako gaanong matapang.
i just feel she needs to come to me and lets get it all on the table and discussed hopefully resolved,1,joy,"Gusto ko lang, lumapit siya sa akin at pag-usapan natin lahat nang harapan, sana maresolba na."
i feel so invigorated and refreshed afterwards,1,joy,Nararamdaman kong napakalakas at nakakapagpasigla ng aking pakiramdam pagkatapos.
i have unwashed hair but a new shirt and also the weather is the bomb but i also feel sleep deprived and havent had a diet coke and its am,0,sadness,May hindi pa naliligo ang buhok ko pero may bago akong damit at ang panahon ay maganda pero nararamdaman ko rin ang pagod at wala pang diet coke at alas-siyete na.
i was so excited to try it considering i havent before and so many people rave about it but i didnt feel like it did anything special for my lashes i dont really like drier formula type mascaras but i prefer the wet formula ones more,1,joy,"Napakasaya ko sana subukan ito dahil hindi ko pa ito naranasan at maraming tao ang nagsasabing maganda ito ngunit hindi ko naramdaman na may espesyal itong ginawa sa aking mga pilikmata. Hindi ko talaga gusto ang mga mascara na may tuyong formula, mas gusto ko ang mga basa."
i feel like this service is at its core relatively useless,0,sadness,Nararamdaman kong ang serbisyong ito ay walang gaanong silbi sa pangkalahatan.
i do feel has conditions it hurts deeply and it is not pleasant,1,joy,Nararamdaman ko na may mga kondisyon na ito ay masakit nang malalim at hindi ito kasiya-siya.
i am feeling drained its probably related to addisons,0,sadness,"Napapagod ako, malamang dahil sa Addison's."
i was left feeling a little disheartened,0,sadness,Nadama kong medyo nabigo.
i feel myself uncertain as to the next step to take,4,fear,Hindi ko alam kung anong susunod na hakbang ang dapat kong gawin.
i feel satisfied if i finished doing my revision before exams,1,joy,Masaya ako kapag natapos ko na ang pagrerebisa ko bago ang mga eksamen.
i felt such guilt for being sad for having anger about anything and for feeling less than completely thrilled with my life,1,joy,"Nadama ko ang malaking kasalanan dahil malungkot ako, dahil nagagalit ako sa kahit anong bagay, at dahil hindi ako ganap na nasisiyahan sa aking buhay."
i am also feeling his prompting to offer my comments about what exactly is going on in our very troubled world and what he has lead me to do regarding these times we are finding ourselves in,0,sadness,Nararamdaman ko rin ang kanyang paghihikayat na magbigay ng aking komento tungkol sa nangyayari sa ating lubhang naghihirap na mundo at kung ano ang kanyang pinangunahan akong gawin tungkol sa mga panahong ito na ating kinakaharap.
i want to understand how i can count all things joy when life feels anything but joyful,1,joy,Gusto kong maunawaan kung paano ko matututukan ang lahat ng saya kapag ang buhay ay hindi nararamdaman na masaya.
i am going on day of my goddess workouts and am feeling fabulous,1,joy,Pupunta ako sa araw ng mga ehersisyo ng aking diyosa at nararamdaman kong kamangha-manghang.
i feel i am with ampatuan and joining the forces of hell bitchy human who only wants is to spread their worst odor in this world,3,anger,"Nararamdaman kong kasama ko si Ampatuan at sumasama sa mga puwersa ng impiyerno, isang babaeng hayop na gustong-gusto lamang magkalat ng pinakamasamang amoy sa mundo."
i breathe and walk i feel less joyful than most other people,1,joy,"Humihinga at naglalakad ako, ngunit nararamdaman kong mas kaunti ang saya ko kumpara sa karamihan."
i never feel triumphant and glowy on my treadmill,1,joy,Hindi ako kailanman nakakaramdam ng tagumpay at saya habang nagte-treadmill.
i feel so worthless and ugly a href http afaerytaleinmakebelieve,0,sadness,Nararamdaman kong wala akong halaga at pangit.
i hear myself soothing in a low soft voice and i marvel at how the voice makes me feel calm and strong also,1,joy,Naririnig ko ang aking sarili na nagpapatahimik sa isang mababang malambot na tinig at nagtataka ako kung paano ang tinig ay nagpapadama sa akin ng katahimikan at lakas din.
im feeling so lousy they tried to cheer me up during school time and during choir practice,0,sadness,"Masama ang pakiramdam ko, kahit sinubukan nilang pasayahin ako sa oras ng klase at sa ensayo ng koro."
i have been feeling restless lately,4,fear,Nararamdaman kong hindi ako mapakali kamakailan.
i also feel like i was being way too irritable today,3,anger,Nararamdaman ko rin na sobrang maselan ako ngayon.
i feel freakishly optimistic which really runs against my natural character,1,joy,"Nararamdaman kong kakaibang optimistiko, na talagang taliwas sa aking likas na ugali."
i have survived the low part of the crash im starting to feel hopeful again,1,joy,"Nakapaglaban ako sa pinakamababang bahagi ng pagbagsak, at unti-unting bumubuti ang aking pag-asa."
i asked feeling outraged,3,anger,"Nagtanong ako, puno ng galit."
i feel so cool now like one of the cool kids in the neighborhood haha,1,joy,"Nararamdaman kong sobrang lamig ngayon, parang isa na sa mga cool kids sa paligid haha."
i still feel mentally in the game but a string of unfortunate events most i haven t written about had me sitting on the sidelines temporarily,0,sadness,"Nararamdaman ko pa rin ang aking mental na presensya sa laro, ngunit isang serye ng mga hindi kanais-nais na pangyayari, karamihan ay hindi ko pa nasusulat, ay nagpilit sa akin na manatili sa gilid pansamantala."
i feel like im supporting even more,2,love,Parang mas lalo akong sumusuporta.
im already feeling stressed about salvaging the friendship as time goes by i realize theres also another point that isnt helping,3,anger,"Nagsisimula na akong mag-stress sa pag-aayos ng ating pagkakaibigan, at habang tumatagal, napagtanto ko na may isa pang bagay na hindi tumutulong."
i am feeling soooo eco friendly,1,joy,"Napakasaya ko, parang sobrang eco-friendly ko."
i then feel like a hopeless case beside them,0,sadness,Nararamdaman kong parang isang walang pag-asa na kaso kapag sila ay nasa tabi ko.
i feel them and im loving it,2,love,Nararamdaman ko sila at nasisiyahan ako.
i want to be able to leave my house on my own without feeling terrified and im going to work on this every day,4,fear,"Gusto kong makaalis ng bahay ko nang mag-isa nang hindi natatakot, at gagawin ko itong pagsisikapan araw-araw."
im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,3,anger,Iniisip ko na ang sobrang lamig na naramdaman ko kahapon ay dahil pa rin sa aking pagluluto kaysa sa tunay na panahon.
im feeling brave today so here goes,1,joy,Masaya ako ngayon kaya susubukan ko na.
i couldn t feel the fake lashes at all,0,sadness,Hindi ko naramdaman ang pekeng pilikmata.
i try so hard to help them see the joy in life i always feel i can help these damaged and empty people and each time i fail i have to accept it as their failure not mine and i have a hard time doing that,0,sadness,"Pinagsisikapan kong tulungan silang makita ang saya sa buhay. Lagi kong nararamdaman na kaya kong tumulong sa mga nasugatan at walang laman na tao, at bawat pagkakataon na nabigo ako, kailangan kong tanggapin ito bilang kanilang kabiguan, hindi ko, at mahirap iyon para sa akin."
i did feeling jolly accomplished currently,1,joy,Nararamdaman kong masaya at nasiyahan sa aking mga nagawa ngayon.
im not going to lie i had started to feel over confident with the skinny fiber again as i had now dropped from a size x to a size x in clothing,1,joy,"Hindi ako magsisinungaling, nagsimula akong mag-overconfident muli sa Skinny Fiber dahil bumaba na ako mula sa sukat X hanggang sa sukat X sa damit."
i am left to feel helpless to do anything,4,fear,Nababayaan akong maramdaman ang kawalan ng magawa.
i remember feeling absolutely devastated by what i saw,0,sadness,Naalala ko ang pakiramdam ng lubos na pagkabigo sa aking nakita.
i was so irritated because i just knew i wasnt pregnant and i was wasting my time and feeling lousy for no reason,0,sadness,Napakainis ko dahil nalaman ko lang na hindi ako buntis at sayang ang oras ko at nararamdaman ko ang pagkabalisa nang walang dahilan.
i feel horny and asked her to show her cam and she show me and asked her to show me her body and we do a great cyber sex that day,2,love,"Nararamdaman kong mainit ang katawan at humingi ako sa kanya na ipakita ang kanyang kamera, at ipinakita niya ito at humingi ako na ipakita niya ang kanyang katawan, at nagkaroon kami ng magandang cyber sex noong araw na iyon."
i feel so hopeless and strange and all i really want is to actually disappear,0,sadness,"Nararamdaman kong lubos ang kawalan ng pag-asa at kakaiba, at ang tanging nais ko ay mawala na lamang."
i just want them to hug and drink beer together and for neither of them to feel tortured at the same time,3,anger,"Gusto ko lang silang yakapin, uminom ng beer magkasama, at wala silang dalawa ang masaktan nang sabay."
im feeling generous id treat my friends for dinner or have a bbq at home in our little backyard while the weather is still nice and warm,1,joy,"Gusto kong magbigay ng saya, aayusin kong kainan ng mga kaibigan ko o mag-barbecue sa bahay sa aming maliit na bakuran habang maganda at mainit pa ang panahon."
i didnt want to feel humiliated and was beginning to regret my decision to stay,0,sadness,Ayaw kong maramdaman ang kahihiyan at nagsisimula nang pagsisisihan ang aking desisyon na manatili.
i feel slightly more agitated,3,anger,Nararamdaman kong medyo mas nagagalit.
i feel unwelcome in my own country,0,sadness,Hindi ako nararamdaman na tinatanggap sa aking sariling bayan.
i wont get it for her i tried honestly i did and shes making me feel terrible she makes me feel like the bad guy,0,sadness,"Hindi ko na siya bibigyan, sinubukan ko nang tapat, totoo naman, at ginagawa niya akong masaklap. Para akong masama."
i feel content if not happy,1,joy,"Masaya ako, o kung hindi, kontento."
i am feeling the strange mix of extremely proud relieved she is on the path to her fabulous future but gutted she has chosen to move out to live in halls of residence at uni,4,fear,"Nararamdaman ko ang kakaibang halo ng sobrang pagmamalaki at pagluluksa dahil masaya ako na nasa tamang landas na siya patungo sa magandang kinabukasan, ngunit nasasaktan ako dahil pinili niyang lumipat at manirahan sa dormitoryo sa kolehiyo."
i feel funny about saying any of this because the book is selling millions of copies every week and it seems i m the minority in this,4,fear,Nakakakaba para sa akin na sabihin ang lahat ng ito dahil milyon-milyong kopya ng libro ang ibinebenta bawat linggo at tila ako'y nasa minorya dito.
i feel afraid to live alone living far from them,4,fear,"Natatakot akong mabuhay mag-isa, malayo sa kanila."
i feel like we all have somehow convinced ourselves that these really pointless events somehow mean everything to us,1,joy,Parang lahat tayo ay naniniwala na ang mga walang saysay na pangyayaring ito ay may malaking kahalagahan sa atin.
i feel sad for you and me because i know how much we will miss the entire powell clan,0,sadness,Malungkot ako para sa iyo at para sa akin dahil alam kong gaano kami kakalimutan ang buong pamilya Powell.
i was feeling rather pleased with myself when colombians who remembered the gringa with the bike from el amparo took me under their wing as they reckoned if we inquired about a boat as a group of we would get a discount,1,joy,"Masaya ako sa aking sarili nang mga Colombian na nakakita sa akin bilang ang ""gringa"" na may bisikleta mula sa El Amparo ay tinanggap ako bilang isa sa kanila, dahil sa tingin nila, kung magtatanong tayo ng bangka bilang grupo, makakakuha tayo ng diskwento."
i feel like i totally fucked up,3,anger,Parang ganap akong nabigo.
i was feeling this really weird sense of isolation that would have creeped me out pretty bad if i was alone,4,fear,Nararamdaman ko itong kakaibang pakiramdam ng pag-iisa na sana'y hindi ako matatakot kung ako'y nag-iisa.
i feel like a doomed cassandra,0,sadness,Parang isang nabibilang na Cassandra ako.
i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,3,anger,"Nararamdaman kong stressed, marami akong dapat matutunan at hindi ko maibibigay ang oras sa aking blog at sa aking itsura. Sana kaya ko."
ive found it has made a huge difference especially on the finger with my ring and the my skin feels so much softer and less irritated,3,anger,"Natuklasan kong ito ay nagdulot ng malaking pagbabago, lalo na sa daliri kung saan nakasuot ako ng singsing, at ang aking balat ay nararamdaman kong mas malambot at mas kaunti ang pangangati."
i feel so vulnerable,4,fear,Nararamdaman kong sobrang mahina.
i dont have to know how or why all i know is that im building good habits without feeling deprived in any way,0,sadness,"Hindi ko kailangang malaman kung paano o bakit, ang alam ko lang ay binubuo ko ng mabubuting ugali nang hindi nararamdaman ang anumang kakulangan."
i feel like a neglectful pet owner,0,sadness,Parang isang hindi mapagkalinga na may-ari ng alagang hayop ako.
i wanted to team up with my girlfriend and accept the sport amp health challenge to tone up drop pounds exercise five days a week eat healthy and feel more energetic,1,joy,"Gusto kong makipag-partner sa aking girlfriend at tanggapin ang sports at health challenge para mag-tone up, mawala ang timbang, mag-ehersisyo ng limang araw bawat linggo, kumain ng malusog, at maramdaman ang mas maraming enerhiya."
i feel victimized by someone or something,0,sadness,Nararamdaman kong biktima ako ng isang tao o ng isang bagay.
i woke up feeling alarmed,4,fear,Nagising ako na parang may kaba.
i wont feel deprived and can stick with this,0,sadness,Hindi ako magpapaapekto at matitiis ko ito.
im feeling abit grouchy with kim,3,anger,Medyo maangas ako kay Kim ngayon.
i feel so repressed when compared to dear a href http eurodancemix,0,sadness,Nararamdaman kong sobrang pinipigilan ako kapag inihahambing sa mahal kong eurodancemix.
i feel pretty honored to be around some really great moms and women,1,joy,Nararamdaman kong lubos na karangalan na nasa paligid ng mga tunay na dakilang ina at kababaihan.
i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,3,anger,"Nararamdaman kong napakaliit ng aking problema dahil sa lahat ng ito, pero hindi iyon talaga ang dahilan kung bakit ako naging ganito."
i read i feel like ive just enjoyed a rich journey through the history of settling the american west as well as through the values faith fortitude hard work and joy so readily cherished then and hopefully now,1,joy,"Nabasa ko at parang natapos ko lang ang isang makulay na paglalakbay sa kasaysayan ng pagtatag ng Kanlurang Amerikano, pati na rin sa mga halagang pananampalataya, katatagan, pagsisikap, at kagalakan na noon ay iginagalang at sana ay patuloy pa ring iginagalang ngayon."
im feeling horny i go on to omegle and have sex chats cyber sex with guys,2,love,"Nararamdaman kong mainit ang katawan kaya pumunta ako sa Omegle at nag-chat ng sekswal na usapan, nag-cybersex sa mga lalaki."
i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,3,anger,Naalala ko noon ang pagiging mapait dahil hindi ako makakasabay sa pagputok ng mga lobo at pagdiriwang.
i would feel helpless feeling of wronged frustrated and misunderstood,4,fear,"Magiging walang-gawa, magkakaroon ng pakiramdam na mali ang ginawa, magagalit, at makaramdam ng hindi pagkakaintindihan."
i and kiyoshi for sharing your feelings and memories from such a delicate personal time in your lives,2,love,"Salamat sa inyong pagbabahagi ng inyong damdamin at alaala mula sa isang napaka-delikadong personal na panahon sa inyong buhay, i at kiyoshi."
i blinded feelings i meant liked stupid i,2,love,"Nabulag ako ng damdamin, gusto ko sana sabihin na gusto kita, tanga ako."
i feel like there is too much suffering for those of us in christ jesus,0,sadness,Nararamdaman kong napakaraming pagdurusa para sa mga tulad natin na nasa ilalim ni Kristo Jesus.
i have been feeling very sad today and i dont know how to fix it,0,sadness,Napakasad ko ngayon at hindi ko alam kung paano ito ayusin.
i will continue to feel disgusted every time i accidentally catch a glimpse of myself in the mirror or see the results of an impromptu picture,3,anger,Magpapatuloy akong makaramdam ng pag-aayaw tuwing aksidenteng nakikita ko ang aking sarili sa salamin o nakikita ang resulta ng isang biglaan na larawan.
i don t think that i have to feel entirely wonderful about my wife dating someone in order to go okay that should happen,1,joy,Hindi ko akalaing kailangan kong maging lubos na masaya sa pag-date ng aking asawa sa ibang tao para tanggapin iyon.
i wake up in the morning and i have been having sexy dreams for i feel very horny and in need of a fuck,2,love,Gumigising ako ng umaga at lagi akong nangangarap ng mga seksing pangarap dahil nararamdaman kong sobrang init at nangangailangan ng sekso.
i do love my life even when its feeling too isolated,0,sadness,Mahal ko ang buhay ko kahit na minsan ay parang nag-iisa ako.
