text,label,label_desc
i feel like we all have somehow convinced ourselves that these really pointless events somehow mean everything to us,1,joy
i feel sad for you and me because i know how much we will miss the entire powell clan,0,sadness
i was feeling rather pleased with myself when colombians who remembered the gringa with the bike from el amparo took me under their wing as they reckoned if we inquired about a boat as a group of we would get a discount,1,joy
i feel like i totally fucked up,3,anger
i was feeling this really weird sense of isolation that would have creeped me out pretty bad if i was alone,4,fear
i feel like a doomed cassandra,0,sadness
i feel stressed out i have to learn a lot and i cannot give my blog and looks the time i wish i could,3,anger
ive found it has made a huge difference especially on the finger with my ring and the my skin feels so much softer and less irritated,3,anger
i feel so vulnerable,4,fear
i dont have to know how or why all i know is that im building good habits without feeling deprived in any way,0,sadness
i feel like a neglectful pet owner,0,sadness
i wanted to team up with my girlfriend and accept the sport amp health challenge to tone up drop pounds exercise five days a week eat healthy and feel more energetic,1,joy
i feel victimized by someone or something,0,sadness
i woke up feeling alarmed,4,fear
i wont feel deprived and can stick with this,0,sadness
im feeling abit grouchy with kim,3,anger
i feel so repressed when compared to dear a href http eurodancemix,0,sadness
i feel pretty honored to be around some really great moms and women,1,joy
i feel so petty getting all worked up about all this stuff but thats not really whats made me the way i am,3,anger
i read i feel like ive just enjoyed a rich journey through the history of settling the american west as well as through the values faith fortitude hard work and joy so readily cherished then and hopefully now,1,joy
im feeling horny i go on to omegle and have sex chats cyber sex with guys,2,love
i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,3,anger
i would feel helpless feeling of wronged frustrated and misunderstood,4,fear
i and kiyoshi for sharing your feelings and memories from such a delicate personal time in your lives,2,love
i blinded feelings i meant liked stupid i,2,love
i feel like there is too much suffering for those of us in christ jesus,0,sadness
i have been feeling very sad today and i dont know how to fix it,0,sadness
i will continue to feel disgusted every time i accidentally catch a glimpse of myself in the mirror or see the results of an impromptu picture,3,anger
i don t think that i have to feel entirely wonderful about my wife dating someone in order to go okay that should happen,1,joy
i wake up in the morning and i have been having sexy dreams for i feel very horny and in need of a fuck,2,love
i do love my life even when its feeling too isolated,0,sadness
i mean they were minor pains as there was minuscule growth but you get the feeling tampons and period cramps for the firs times in life was certainly not my dad s idea of a carefree holiday,1,joy
i feel my foot is aching my thigh is numb from the knee to the hip although i haven t gained weight i feel like it is shifting to my middle and i feel like i m a little trapped in this crumbling body,0,sadness
i shared previously the tv program and another minor disagreement before bed left me feeling rejected and lonely,0,sadness
i felt afraid just before receiving the question paper of the part ii exam,4,fear
i realized that i was tired of feeling weird in relationships with boys,4,fear
i feel shaky dizzy and my stomach starts to hurt if i miss a meal,4,fear
i am satisfied with the final installment and feeling a bit melancholy,0,sadness
i feel blessed to be on this journey so quickly and honored to help,2,love
i listen to the cd i am left feeling a little more confident and less stressed,1,joy
i guess i do have to give some credit to the douche bags out there though because after all those feelings are what give birth to these lovely words i utter,2,love
i remember feeling so embarrassed the entire meeting,0,sadness
i feel like a snow globe that has been all shaken up and i m still waiting for the dust to settle,4,fear
i feel that her features makes this hairstye look really elegant,1,joy
i ask you not to feel pressured by this,4,fear
i feel like you have so be pretty self assured in order to do that,1,joy
i feel that i need some divine direction in order to move forward with the things that god has called me to do,1,joy
i feel consistently dissatisfied disengaged disinterested and without any zest for what i m doing in my life i eat,3,anger
im feeling pretty proud most of the elements in the room somehow worked their way onto my body,1,joy
i have to admit i feel a little hesitant about embedding a music video below in this case,4,fear
i do or make today is a bonus because i feel like today has already been worthwhile,1,joy
i feel like god has been gracious in answering prayers,1,joy
im beginning to feel like i know the terrain ive lived numb for so long now numb feels like norm thats where the story ends and this is where the fairy tale starts im beginning to feel happy,0,sadness
in certain occasion i have a fight with my boyfriend during the fight i closed the door at his face he went away but came back next day,3,anger
i feel so much more myself and i missed me,0,sadness
i feel peaceful and calm within myself,1,joy
im feeling really bitchy so just stop reading if you dont want to hear my sob story,3,anger
i feel a remembrance of the strange by justin aryiku falls into the latter category,4,fear
i cannot begin trying to understand how it must feel to be surprised by an earthquake or see the devastating pictures live to escape from a tsunami,4,fear
i am signing up for prenatal yoga and making an effort to get out for more walks and hopefully a few trips to the gym in my near future not so i can gain less weight but so i can feel better about myself too,1,joy
i can honestly say this is one time in my life where i feel legtimately victimized,0,sadness
i see each time you is what feel i am very anxious to to living to eat you,4,fear
i feel bad for the police officer,0,sadness
i was tired sore and didnt really feel like makin the mile trip to church i was ecstatic to be there and enjoyed every minute of it,1,joy
im not planning to get hammered i warned feeling virtuous,1,joy
i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,3,anger
i dont like poetry too much because i feel its for whiney dramatic people,0,sadness
i feel so fond of him i want to squeeze him tightly and not unusually,2,love
i hate feeling indecisive because im being negative right now and i dont know what i want,4,fear
i no long feel furious about they re lack of cooperation,3,anger
i actually went into pilates yesterday feeling somewhat remorseful for the shoes i wore that day shoes i often refer to as stinky feet katie shoes,0,sadness
i wake up every morning not knowing what the hell to do and feeling like crap with my stomach on fire and my bones aching and then i go to bed every night feeling the same thing,0,sadness
ive been munching on craisins when i feel like something sweet,2,love
i am not a deep thinker and sometimes i leave feeling depressed and not inspired,0,sadness
i personally feel that god is gentle and kind but i dont think he wants me to enter into a friendship with me,2,love
i feel some people shouldn t answer if they are not considerate and serious,1,joy
i love to inspire students to be creative and most of all i love the moment when they create something that makes them feel successful,1,joy
i was healthy then this mild but annoying cold ad now a new cold which made me feel just awful for he past day,0,sadness
i can feel something unfortunate taking place though out here and in new york,0,sadness
i feel especially vulnerable to being treated as a second class citizen,4,fear
i was starting to feel the kick of the alcohol and jerald was slightly amused and said he would probably see me down half an hour later,1,joy
i remember how i used to feel watching tv and seeing sara rue on popular because she was an inspiration to me,1,joy
im going to force him to read dianne wayne jones which even i cant read and hell develop a complex with the realisation that hes just asking questions i cant answer because hes an insecure little berk who needs to feel superior to everyone around him,1,joy
i like the small town feel and friendly open polite conversations,1,joy
im feeling damn fantastic,1,joy
i look back on that moment of my writing life and feel a bit ashamed that there is a part of me that wants to wrap up the everything theory series and then pack up the story ideas and call it a day,0,sadness
i miss feeling glad,1,joy
i thought we had done wrong by calling it off and i suddenly didnt feel confident in saying yes,1,joy
i feel like it has some necessity in a romantic relationship but too much can be very harmful in that context but that s not my problem,2,love
i got a stitch in my side during the first mile couldnt feel my feet it was so cold etc etc,3,anger
i feel the need to turn to my beloved nations,1,joy
i am feeling fearful or upset about any situation in my life i have only to notice my reminder sitting right before me and i begin repeating this affirmation over and over again,4,fear
i feel horribly restless,4,fear
i feel like ive been reading lisas blogs for ever and it was lovely to finally meet her and her boys who i recognised immediately,2,love
i was down and feeling doubtful,4,fear
i have no money to sort any of it out and i feel very messy,0,sadness
im feeling really strong since starting the shred two weeks ago i have new muscles,1,joy
i feel humiliated since a boy has to lead me through it gt lt gets sick ive avoided the dance through all folkeskole and im not going to chance that,0,sadness
i feel terrible for him and want to cheer him up,0,sadness
i certainly do sound like some lowdown bitch who is just countering back what people have to say but whatever it is what exactly bothers me oh well bet that hit one of their aims is that i wonder why people feel so entertained exhilarated thrilled excited when they provoke the feelings of others,1,joy
i feel offended if you question my results as unfair saying that i am lazy and all so why,3,anger
i mean i know how it feels that a person is valued by the family if s he gives money or food to the table,1,joy
i feel your scent i enjoy the way you drink your coffee so dignified you smirk at the sight of interesting details black ink spilling words on white paper you spell them out with your lips as you scim along i love when you ask me what do you think,1,joy
i feel the more im convinced that i dont want to let this go,1,joy
i don t believe these feelings can be blamed solely on the lack of empathy towards family life by government policy makers and employers which the analysis on this survey would seem to suggest,0,sadness
i was feeling so jaded i still am from all the sep preparation which for the most part progress has been moribund that i didn t feel like going on sep anymore,0,sadness
im feeling generous lets make it a a href https www,2,love
i feel melancholy about the past as my parents have passed and i never really told them how thankful i am,0,sadness
i can t say it s made me feel any less depressed anxious but mingled in with the depression is a certainty that i can get to the other side if i keep putting one foot in front of the other,0,sadness
i have been blessed with a knowledge of these things and i would feel ungrateful not to share them with others,0,sadness
the possibility of having failed the examination,4,fear
i think this is a valid complaint for those who arent willing to deal with it this aspect i imagine will be rather subjective but it makes sure that the cover based moments still feel dangerous despite being in cover,3,anger
i just smile because it feels rude not to do so if you make eye contact i also can t really help myself,3,anger
im feeling stubborn today and got home and was like no way im gonna go get that mri soon,3,anger
i did feel very very heartbroken that i did not enter semipro,0,sadness
i feel embarassed humiliated sad miserable a title permanent link to what if i have already fallen in love,0,sadness
i could feel blake more sharply and i felt a little more delicate i guess you could say,2,love
im feeling stressed overworked and running on fumes,3,anger
i guess i talked to enough people to realize that we all feel intimidated by meeting others for the first time,4,fear
i feel incredibly relieved,1,joy
i am progressively getting it done and am feeling pretty confident that i will get it all done before i hit too close to the wire,1,joy
i had a great relationship i feel so blessed to have had such a strong male figure in my life he truly treated me like his princess,2,love
i jumped off and sauntered into the spa area feeling very pleased with myself,1,joy
i feel restless otherwise known as useless or lazy when i take long breaks from writing,4,fear
i feel it is unfortunate that i have had to take these drastic measures and post this notice as i truly loved posting my new work to flickr and interacting with new people from all over the world,0,sadness
i don t want to bury the hatchet with even though it would be in my best interest simply because i feel that apologizing to a person that insulted me would make me feel like a punk,3,anger
i have a lot of missing information about how your previous final communication went and how you feel about this guy and what you ever liked about him but i will advise you to not be afraid of him in any way if you don t want to communicate further with him just tell him that,2,love
i don t feel as relaxed when i sleep because of this,1,joy
i really did feel fantastic after writing out that list and i still do every time i read it,1,joy
i wake up feeling dazed from deep slumber and convoluted sometimes exhausting dreams a bit like a href http skdd,4,fear
i sometimes feel quite isolated as we live in a regional area so i often think,0,sadness
i want you to feel my awe and astonishment at this amazing thing that is happening,1,joy
i want to just drown myself in the excitement and hype of the inauguration i still feel very troubled about where both america and the world are right now,0,sadness
i do feel blamed for everything i,0,sadness
i was up to my eyes and studying and feeling pretty jaded a href http maturestudenthanginginthere,0,sadness
i have a massive identity of my own and always feeling like i take the boring route,0,sadness
i work for a company that makes me feel valued even if the work i do is miniscule i feel as though i am an integral part of their operation,1,joy
i feel more mellow about this move than k is,1,joy
i feel like im as useless as dust bunnies,0,sadness
i don t feel that he is supportive or encouraging to me,2,love
i end up feeling groggy the rest of the day amp guilty that i didnt get anything done,0,sadness
i feel after i quit a job i hated class thumbnail width,0,sadness
i will probably do but for some reason i feel a bit agitated by it all,4,fear
im used to being up and around until the wee hours of the morning after changeling so anyone is feeling sociable give me a call im me or stop by,1,joy
i feel drained mentally and physically and i really need to get back to a better spot,0,sadness
i would feel more peaceful and easygoing,1,joy
i got a very encouraging phone call the other day and im feeling very hopeful,1,joy
i feel so unwelcome there but not because of her or gary i just feel that i shouldnt be moving back in with them,0,sadness
i can think of to quit are not based on my own needs and wants but those of others scars make other people feel uncomfortable self injury makes friends feel like they aren t offering enough support cutting is something sad teenagers do,4,fear
i feel very reluctant to have to walk through,4,fear
i feel like the cabbage potatoes and venison were components of a rich stew and the pomegranate seeds were meant to cut through the thick oiliness of the rest of the dish,1,joy
i feel so profoundly blessed to finally be in a good place of life to be at peace to know what i would want in a husband and to be able to recognize it quickly,1,joy
i didnt feel passionate about most of the posts,1,joy
i feel glad to be able to help others through compassion and listening gifts the lord def gave me,1,joy
im feeling stressed about upcoming events drowning in feelings of being overwhelmed with how much i need to do in order to get my house back in order and the long week i have ahead of me that my husband will be out of town,3,anger
i hate feel needy,0,sadness
i kali ni feeling aku dah bertukar jadi boring benci,0,sadness
i feel helpless about not being able to help him in feeling better but do my best to encourage him and think positively as mom is doing,4,fear
im feeling frantic i try to remember to breathe and laugh,4,fear
i kinda feel ungrateful because everyone always writes about their friends and i never have,0,sadness
i feel like a lame wife,0,sadness
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,3,anger
i feel that in a there is a sense of kenya openly interacting supporting shiraishi instead of just happening to pat shiraishi on the shoulder,1,joy
i feel joyful of my new beginning,1,joy
ive been feeling very sentimental and reflective the past few days,0,sadness
i feel like handing the kids over and saying here you think theyre so cute,1,joy
i had spare gear on the bike to cope with two punctures but was feeling particularly paranoid about the race tyres as i had already had two punctures on the previous three times i had taken them out training,4,fear
i found a good article where you are not to mediate if you feel threatened or intimidated by your ex controlled or you life is controlled by your ex where your child is being manipulated by your ex,4,fear
ive just been feeling so submissive recently,0,sadness
i just feel strongly that i cannot condone violent methods to achieve a political goal,3,anger
i feel carefree and young and amazing,1,joy
i could add input advice and guidance made me feel valuable,1,joy
i feel a little uncertain about the structure of a revalidation portfolio,4,fear
i feel out of place because im more relaxed and informal,1,joy
i find that in times where i feel i am not being respected or i am not getting the point across of how something may make me feel uncomfortable that being nice only seems to encourage these things to keep happening,1,joy
i feel rushed again and its the lack of time jerry springer weather amp suddenly you want to put porn on i am very confused but hey let me do that while you enjoy that i had fun fun fun without your hun without a block so hype all about it,3,anger
i was feeling discouraged at this point,0,sadness
i truly feel that the portrayal of jesus in this movie was gratuitously violent,3,anger
i can sleep on the couch or on the floor if you are still feeling shaken he offers gently,4,fear
i guess and by am i was feeling really melancholy and sad for the people in the movie the heavy use of the cello in the soundtrack makes anything seem sad,0,sadness
ill add i havent tried all that time but i do feel as i adapt and pick up techniques quickly this is one of the things im amazed that its taken me this long,4,fear
i feel no joy like that the faithful feel viewing the glories of their holy place an horror of great darkness is upon me a fearful dread hath overwhelmed me,1,joy
i feel really sad that my own girlfriend cannot even open up to me or communicate with me,0,sadness
i also feel curious when i read all the readings because not only i want to have depth understanding of social constructivism itself but also i found this unit gives opportunity for me to understand the philosophy of each type of constructivism,4,fear
i will try to explain how i feel in order that you don t think i am ungrateful for having been blessed with a child,0,sadness
i just feel kind of heartless now,3,anger
i feel as rich as solomon,1,joy
i always feel a bit personally assaulted,0,sadness
i feel myself afraid of being abandoned,4,fear
i had to take them out for a while leaving me feeling even more distressed,4,fear
i know that when i am feeling distraught or moody i can depend on you two to put a smile back on my face,4,fear
i feel the most glamorous is when i m feeling the most capable the most confident or the most in tune with my own mind,1,joy
i couldnt feel thing however that kind of bothered me because i didnt feel it pop,3,anger
im supposed to feel compassionate towards that little girl but i feel like she never existed,2,love
i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,3,anger
i think i am feeling a little rebellious as i am getting older and i like it,3,anger
i need to move past the grief and maybe even feel angry,3,anger
i feel like when you only have one child that the time you have with them is all the more precious,1,joy
i also feel as though this assumption is rude as soon as they are informed they are married the next question follows do you have kids,3,anger
i think too much about how i sit how my voice sounds if i ve gotten any food on my mouth and the feeling that i need to make my way around to everyone so as not to be rude,3,anger
i really feel about affiliate marketing add to delicious a href http www,1,joy
i love it he makes me feel so greedy,3,anger
on a dark night i felt that there were several people near me and i did not know who they were,4,fear
i feel gorgeous is a very fitting word to describe the new album in my humble opinion,1,joy
i know many people still feel betrayed by neil odonnell for his two very unfortunate interceptions and i realize the loss is at the top of most fans lists of most heartbreaking moments in pittsburgh sports history but i dont look at it that way,0,sadness
i started out feeling sympathetic towards him because i wouldnt want dr,2,love
i feel no sense of chivalry or magnanimity whatsoever toward the defeated opposition,0,sadness
i hate feeling bitter,3,anger
im feeling the world spin around me while im in bed only after a couple of glasses of wine which doesnt do this to me im getting suspicious,4,fear
i will feel as though that time has come in vain,0,sadness
i say it it makes me feel special,1,joy
i did not however feel like the teachers guide was useful after about the first month,1,joy
i feel bitter and jealous,3,anger
i met new friends rachel benedict and all feel more assured about my faith,1,joy
i want to go find something to wear for pesach that is ethnic and flowy and perhaps even jingly and makes me feel playful and royal at the same time,1,joy
i feel the need to comment on how amazing it is,1,joy
ive been feeling kind of distracted and that is obviously not conducive for working philosophy problems out,3,anger
i feel groggy today and tired,0,sadness
i am feeling jaded,0,sadness
i know how that feels have in ars nes own words disturbed the croatians season somewhat,0,sadness
i feel you need to focus on your responses and they need to be truthful,1,joy
i for thanksgiving complete with lb suspiciously moist turkey and traditional stuffings and with the final death of thanksgiving i can look around and go ahhh and start enjoying the holidays rather than feeling assaulted by them,0,sadness
i tend to be a window shopper when im alone because theres always going to be a self imposed limit of one or two when im feeling naughty,2,love
i go through the cycle again and again attending lessons doing tutorials feeling lethargic etc etc,0,sadness
i also potted up this fuchsia grown from a cutting last year my first attempt at taking cuttings and of which im feeling rather pleased with myself,1,joy
i instantly feel anxious that a police officer is going to pull me over,4,fear
i feel honored to have had the privilege to have met him,1,joy
i felt unfairly treated at an airport,3,anger
ive been waking up to a bladder that feels extremely unhappy and i found any type of exercise made it worse or definitely irritated it,0,sadness
i feel agitated,3,anger
i still feel tortured by feelings or thoughts or memories,4,fear
i loved my supervisions because i come in feeling like a dumb dumb and leave feeling so heroic as if ive accomplished something huge,0,sadness
i have to confess to feeling quite angry when i read some of the negative reviews of uses for boys some of which are basically victim blaming and slut shaming,3,anger
i trust you enough to share a pretty humiliating experience remember this and feel honoured as you guffaw at whats to come,1,joy
i feel like im the only one there with a brain not to be rude but i refuse to sit with loud and rude people so i sit alone with just myself and a good book,3,anger
i didn t feel like i was being punished and didn t feel any pain at any time,0,sadness
i want to feel useful i guess,1,joy
i started to feel really confused,4,fear
i cant help but feel how much burdened my parents are,0,sadness
i swear it felt like every single feeling of exhaustion i have had and then ignored in the last months came flooding back to me last night,0,sadness
i feel absolutely overwhelmed by it,4,fear
i need to act cool act unconcern to him so that he wont feel he is special he is appreciated so that i feel safe that he couldnt see the truth sides of me im so tired of covering all the real feelings,1,joy
i didnt feel scared at all,4,fear
i discussed previously in my last blog post how apprehensive audiences have become towards bathrooms they automatically feel nervous which has become a fantastic trope for horror fiction,4,fear
i put my knitting down and covered my ears with my hands trying to minimize the feeling of being assaulted,4,fear
i was told it would make my arms go numb but i didnt feel anything numb about it as they pricked my arm with their so called baby iv,0,sadness
i feel i must write you owls until i am fearless and brave,1,joy
i love seeing what books resonate with my girls i love seeing their faces grow serious when characters face complications trials and obstacles and i love the discussions that come out of reading time as we talk about main ideas how the books made us feel and what may have surprised us,4,fear
i feel it is equally important that you know i do have a passionate side that gets lit up every now and then and you are bound to see it,1,joy
i have a feeling this will be a good soap for january,1,joy
i asked him how it felt to be under a flogger wielded by me he said it made him feel more submissive to me that he was more and more mine at least for the night,0,sadness
i love the feel of his lips on mine how i feel so safe in his arms even though im older i just love how i feel and who i am when i am with him,1,joy
im taking this to heart and feel that the gentle age of is the perfect time and place to engage in some fearlessness and wholesale change,2,love
i know that car enthusiasts are a bit tribal and youre all starting to feel suspicious about a car journalist whos turned to the dark side but dont worry i still prefer four wheels to two,4,fear
i feel sure that i wouldnt have gained so much weight without the help of bipolar medications,1,joy
i feel as though the past two months have been a strange waking hour upon the even stranger dream of everything my years in wisconsin were and were not,4,fear
im gonna stop him from bugging me and get a license yes feeling very very determined right now insyallah by end of next year,1,joy
i feel out of longing is actually being sublimed,2,love
i deprive myself of everything nice i end up cracking feeling terrible for eating something bad and in turn eat more of it,0,sadness
i could compare john fullbright to a lot of people to try to give you some reference points but i feel like that does him a disservice as soon as you think oh hes like fill in the blank suddenly hes not,0,sadness
i always feel rushed on the way to visit no comments,3,anger
i have been really feeling my age and beyond this week i thought a gentle reminder was in order,2,love
i feel thankful for,1,joy
i thank him when i feel so utterly defeated,0,sadness
im already rereading what i just wrote and feeling like im portraying my sweet girl as a brat,2,love
i feel like a savage when i eat meat but i wouldve eaten my own hand if i couldnt have some of that turkey,3,anger
i feel so lucky i know that we are in a minority,1,joy
im gradually feeling a little irritated with how pacified all these people can be at present until i wish to just disappear and let them coordinate their own nonsense sometimes,3,anger
